patent_id;inventors_count;images_count;backward_citations_count;foward_citations_count;nuns_count;aplications_count;top_10_words_count;non_patent_citations_count;independent_claims_count;application_date;family_count;ipcs_count;cpcs_count;ipcs_diversity_count;cpcs_diversity_count
WO2016094684;5;0;9;1;5;0;4;1;0;10/12/2015;15;4;5;1;1
WO2010071867;1;0;20;30;4;0;2;21;0;21/12/2009;10;2;10;1;4
WO2012149192;3;0;152;8;3;0;2;195;0;26/04/2012;11;1;2;1;2
WO2017080987;1;0;11;10;3;0;3;0;0;08/11/2016;23;3;6;2;2
WO2019161150;3;0;10;5;5;0;0;1;0;15/02/2019;11;2;6;2;3
WO2012009396;3;0;13;19;7;1;3;1;0;13/07/2011;18;2;5;2;2
WO2008051608;6;0;27;13;4;0;2;1;0;27/10/2007;15;1;4;1;2
WO2013110876;4;0;8;2;6;2;2;1;0;14/01/2013;20;3;4;1;2
WO2014020520;1;0;21;5;6;1;3;3;0;29/07/2013;15;0;3;0;3
WO2008112459;7;0;147;111;9;0;8;0;0;04/03/2008;13;8;9;7;6
WO2019239915;3;9;23;5;12;1;4;1;18;30/05/2019;10;9;25;5;7
WO2018151833;2;0;370;7;4;0;2;1;0;16/02/2018;13;4;11;3;4
WO2018138386;3;0;19;4;4;1;3;36;0;30/01/2018;10;3;9;2;5
WO2016196368;3;0;37;11;4;0;5;1;0;27/05/2016;15;3;6;1;3
WO2008095786;3;0;4;13;6;1;6;2;0;24/01/2008;8;1;1;1;1
WO2014044230;9;0;20;27;0;1;3;40;0;18/09/2013;34;4;13;4;6
WO2009033542;4;0;10;8;3;0;2;0;0;13/08/2008;13;2;8;2;4
BR0212219;4;0;7;9;3;2;6;0;0;28/08/2002;22;26;14;5;3
WO2014125020;3;0;16;7;2;0;2;6;0;13/02/2014;34;2;5;1;2
WO2016049443;7;0;7;3;1;0;0;3;0;25/09/2015;17;4;4;3;3
WO2013088001;2;0;9;5;3;1;2;0;0;29/11/2012;27;7;5;3;3
WO2010014153;7;0;85;237;5;1;4;0;0;20/07/2009;38;1;6;1;3
WO2013092881;8;0;9;6;2;1;3;2;0;20/12/2012;18;2;5;2;2
WO2015017436;3;0;10;5;5;0;3;0;0;29/07/2014;9;2;10;1;2
WO2012092440;3;0;30;13;5;0;4;0;0;29/12/2011;86;3;16;2;6
WO2014106532;6;0;18;13;3;1;3;1;0;20/12/2013;15;1;8;1;2
WO2022106584;1;0;6;6;5;1;8;1;0;18/11/2021;9;6;24;4;8
WO2015017434;3;0;8;4;5;0;3;0;0;29/07/2014;10;2;9;1;2
WO2009047023;4;0;16;17;4;0;5;2;0;24/06/2008;9;5;5;5;4
WO2010080464;2;0;18;52;4;0;4;1;0;17/12/2009;16;5;19;4;8
WO2020145371;5;10;25;2;2;0;4;4;23;10/01/2020;9;9;19;3;4
WO2011140468;4;0;93;8;4;1;5;0;0;06/05/2011;611;1;4;1;1
WO2011048091;5;0;4;7;2;0;3;0;0;19/10/2010;12;3;3;1;1
WO2012092436;3;0;32;78;2;0;3;0;0;29/12/2011;86;3;37;2;8
WO2017136740;3;0;35;15;4;0;3;0;0;03/02/2017;54;2;16;2;5
WO2012081416;3;1;26;32;3;0;2;1;14;01/12/2011;23;3;7;2;2
WO2013012141;5;0;2;4;2;1;5;4;0;28/12/2011;7;4;11;2;4
WO2018073129;5;0;19;2;2;1;3;1;0;13/10/2017;14;3;9;2;2
WO2019060192;7;0;31;4;6;0;0;3;0;12/09/2018;16;5;12;2;2
WO2015017437;3;0;27;6;5;0;1;0;0;29/07/2014;20;2;12;1;2
WO2013090076;4;0;10;1;5;0;4;9;0;05/12/2012;9;1;4;1;1
WO2011005507;1;0;7;2;6;0;4;1;0;22/06/2010;8;1;2;1;2
WO2012138381;1;0;102;31;3;2;2;9;0;03/11/2011;255;4;9;4;6
WO2009112508;4;0;17;7;7;1;6;5;0;11/03/2009;19;7;6;3;5
WO2013113915;3;0;12;17;4;0;5;2;0;01/02/2013;20;5;24;2;2
WO2013086342;5;0;30;18;4;0;5;0;0;07/12/2012;20;3;4;1;2
WO2011103277;3;0;22;12;2;0;0;1;0;17/02/2011;12;1;10;1;1
WO2010129540;2;0;9;9;2;0;3;1;0;04/05/2010;16;1;10;1;3
BR112021019278;8;0;0;0;3;0;8;0;0;27/03/2020;31;8;0;0;0
WO2020210907;5;0;8;3;6;0;5;18;0;16/04/2020;21;14;23;11;12
WO2020156857;3;0;17;2;4;0;5;2;0;20/01/2020;14;14;22;1;4
WO2013078391;11;0;125;30;3;0;4;2;0;21/11/2012;26;3;2;2;2
WO2020264179;5;0;10;10;2;0;1;0;0;25/06/2020;18;6;6;1;3
WO2016025139;2;0;8;1;3;1;5;5;0;24/07/2015;21;2;8;2;6
WO2021032647;4;0;168;11;4;3;2;3;0;14/08/2020;17;9;24;5;8
WO2013070160;5;0;68;17;3;0;2;2;0;08/11/2012;25;7;14;7;8
WO2015012538;3;1;18;7;2;0;6;2;7;18/07/2014;19;2;8;2;5
WO2015099042;5;28;11;6;5;0;3;2;20;25/12/2014;20;3;2;2;2
WO2020181171;2;0;4;15;2;0;3;2;0;06/03/2020;5;3;4;2;3
WO2011085223;5;0;223;100;2;0;0;1;0;07/01/2011;12;1;22;1;4
WO2013124401;5;0;81;15;3;1;2;16;0;22/02/2013;15;1;3;1;2
WO2020205265;3;0;6;4;6;0;3;1;0;19/03/2020;16;4;30;2;3
WO2018146895;3;4;12;5;3;0;2;1;14;17/11/2017;26;5;8;2;3
WO2013105653;7;0;14;1;1;0;3;10;6;11/01/2013;15;3;4;1;2
WO2016007216;5;0;26;8;3;1;2;1;0;06/05/2015;32;4;7;3;4
WO2021253124;3;0;5;13;4;2;5;6;0;16/06/2021;103;8;12;6;5
WO2008122661;1;0;12;16;5;1;6;0;0;10/04/2008;9;4;7;4;5
WO2014059140;5;0;162;13;1;0;0;6;0;10/10/2013;569;3;22;3;7
WO2019233656;1;0;11;6;3;0;1;0;0;10/04/2019;12;4;11;3;5
WO2014041091;2;0;3;4;5;0;4;0;0;12/09/2013;19;4;6;1;2
WO2018015403;3;0;24;10;6;0;4;80;0;18/07/2017;14;2;9;2;4
WO2017001382;1;0;10;6;3;0;0;1;0;28/06/2016;13;2;8;1;4
WO2010055189;1;0;24;28;6;2;6;3;0;16/11/2009;19;4;19;3;5
WO2006056838;4;0;31;117;4;0;1;16;0;07/11/2005;43;9;7;4;3
BR9814141;3;0;27;12;7;2;2;0;0;02/11/1998;27;5;5;2;2
WO2014158777;3;0;6;11;3;0;2;1;0;04/03/2014;10;4;5;4;3
WO2015081484;6;0;23;15;5;1;7;0;0;03/12/2013;18;3;18;2;3
WO2018217961;4;0;38;5;2;0;3;0;0;24/05/2018;63;4;10;1;2
WO2010146380;4;0;16;22;3;1;2;0;0;24/05/2010;23;4;13;2;3
WO2016071829;3;0;30;4;3;0;2;42;0;03/11/2015;18;2;5;2;4
WO2015181823;5;0;46;50;8;0;2;0;0;27/05/2015;26;4;6;3;3
WO2019069074;1;0;4;1;3;1;0;0;0;03/10/2018;12;3;13;3;4
WO2009117689;4;0;17;59;3;0;2;5;0;20/03/2009;23;1;27;1;6
WO2013178915;2;0;6;10;3;1;5;4;0;24/05/2013;25;3;7;2;4
WO2018015404;3;0;21;7;6;0;4;86;0;18/07/2017;10;2;4;2;2
WO2010103519;1;0;4;9;7;0;2;9;0;10/03/2010;11;4;22;3;7
WO2018011666;6;0;12;6;6;1;5;7;0;03/07/2017;18;10;26;7;7
WO2020263732;2;0;14;3;7;0;4;16;0;22/06/2020;10;3;14;2;6
WO2017097938;5;0;9;2;1;1;1;0;0;08/12/2016;16;1;8;1;4
WO2020117831;3;0;4;0;4;0;2;1;0;03/12/2019;18;3;8;3;4
WO2010048425;3;0;18;24;4;1;2;1;0;22/10/2009;279;2;26;1;2
WO2020007774;5;0;7;3;3;0;1;2;0;01/07/2019;7;1;1;1;1
WO2005110961;2;0;8;3;2;0;0;4;0;02/05/2005;12;3;1;2;1
WO2011056769;5;0;11;8;4;0;2;9;0;02/11/2010;18;2;4;2;2
WO2013027223;3;0;53;49;6;0;3;0;0;23/08/2012;30;2;4;2;3
WO2013105651;7;0;17;5;1;0;4;7;5;11/01/2013;25;2;16;1;2
WO2019022889;4;0;26;0;6;0;1;0;0;25/06/2018;16;6;15;2;3
WO2009077831;2;0;3;15;3;1;4;1;0;10/12/2008;8;4;2;1;1
WO2011082217;9;0;9;8;5;0;1;0;0;29/12/2010;8;6;5;3;2
WO2013105652;7;0;19;3;1;0;3;9;7;11/01/2013;16;2;5;1;2
WO2009142922;1;0;10;23;7;1;2;0;0;08/05/2009;8;10;11;4;4
WO2012059685;3;0;10;10;7;1;6;0;0;02/11/2011;17;8;7;6;5
WO2011084447;7;0;47;52;3;1;3;4;0;15/12/2010;57;7;42;5;10
WO2008148384;1;0;12;10;7;1;2;0;0;03/06/2008;25;7;11;6;6
WO2013096244;7;0;79;4;1;0;1;5;0;18/12/2012;6;1;4;1;3
WO2010025241;4;0;139;133;3;0;1;0;0;27/08/2009;16;1;39;1;5
WO2013080967;2;4;14;12;1;0;3;3;6;27/11/2012;19;6;4;2;2
WO2010027323;4;0;5;7;2;0;1;0;0;07/09/2009;7;1;5;1;4
WO2011161274;1;0;5;5;4;1;0;8;0;23/06/2010;27;5;18;3;6
WO2018163448;1;5;16;0;2;0;4;0;9;25/05/2017;21;2;4;1;1
WO2018067281;4;0;28;10;2;0;0;1;0;12/09/2017;35;5;16;2;3
WO2010055837;5;4;34;4;5;0;5;3;18;11/11/2009;8;3;4;2;3
WO2020182624;1;0;15;4;1;1;2;5;0;05/03/2020;41;4;26;2;3
WO2022038477;1;0;6;6;4;3;0;1;0;13/08/2021;13;8;14;5;6
WO2011133892;7;0;64;55;7;0;3;5;0;22/04/2011;115;4;13;4;9
WO2011007146;7;0;51;9;2;1;0;70;0;15/07/2010;13;15;23;2;3
WO2018093880;5;0;7;10;7;0;2;2;0;15/11/2017;14;3;13;2;4
WO2013092781;1;0;11;3;0;0;0;4;0;20/12/2012;16;2;6;2;5
WO2017216311;3;0;18;31;2;0;2;0;0;15/06/2017;35;6;24;2;3
WO2008011001;3;0;25;18;6;1;4;0;0;17/07/2007;168;1;10;1;5
BR0111627;6;0;9;32;3;1;4;0;0;12/06/2001;22;8;4;4;2
WO2021255631;3;0;26;0;3;0;2;4;0;15/06/2021;8;5;6;4;3
BR0016363;4;0;11;15;6;2;3;0;0;12/12/2000;30;8;5;3;2
WO2015007568;3;0;143;17;1;1;2;1;0;08/07/2014;11;4;19;2;5
WO2010067824;2;0;9;8;2;0;2;8;13;09/12/2009;9;7;9;2;2
WO2014161648;4;0;30;6;2;1;5;3;0;27/03/2014;21;10;11;4;5
WO2019086369;3;0;94;3;5;0;5;12;0;29/10/2018;7;1;6;1;3
WO2020132188;3;0;6;9;4;0;3;3;0;19/12/2019;18;2;7;2;3
WO2013110877;3;0;8;4;6;1;4;1;0;14/01/2013;18;3;4;1;3
WO2012110281;1;0;9;3;2;0;2;3;0;23/01/2012;15;2;4;2;3
WO2011046967;1;0;92;7;3;0;5;3;0;12/10/2010;71;2;7;2;6
WO2008020046;2;0;26;14;3;1;3;0;0;15/08/2007;16;5;16;4;6
WO2011133896;7;0;64;55;6;0;4;1;0;22/04/2011;115;4;13;4;9
WO2021239777;7;0;16;1;4;0;1;17;0;26/05/2021;7;3;3;2;2
WO2007149699;3;0;48;16;2;0;1;1;0;06/06/2007;11;0;2;0;2
WO2020010176;4;0;25;9;5;1;3;1;0;03/07/2019;16;5;10;3;5
WO2016168237;2;0;7;13;3;0;2;2;0;13/04/2016;6;3;23;2;10
WO2010011680;6;0;8;10;5;0;1;0;0;21/07/2009;10;1;2;1;2
WO2011034777;4;0;40;2;4;1;2;1;0;10/09/2010;13;4;5;2;1
WO2021170625;2;0;5;0;6;0;3;0;0;24/02/2021;12;5;15;3;4
WO2012081417;5;1;36;38;3;0;2;1;12;01/12/2011;26;5;10;3;3
WO2013028519;3;0;33;88;7;0;5;22;0;17/08/2012;28;1;7;1;3
WO2008120194;6;0;26;5;4;0;1;0;0;26/03/2008;19;3;7;3;4
WO2008012047;5;0;34;43;4;0;3;2;0;23/07/2007;80;9;11;2;3
BR9709250;3;0;26;26;4;1;3;0;0;12/05/1997;27;8;4;4;2
WO2008082298;5;0;15;18;2;1;3;0;0;28/12/2007;10;5;9;3;4
WO2016069541;7;0;14;10;4;0;5;55;0;27/10/2015;10;1;4;1;3
WO2011005604;3;0;14;29;4;1;0;1;0;24/06/2010;17;3;8;2;4
WO2014118123;6;0;72;5;5;0;5;162;0;27/01/2014;8;3;7;1;3
WO2021240426;5;0;1;4;5;2;7;3;0;27/05/2021;10;4;7;2;5
WO2012106516;5;0;25;44;4;0;1;8;0;02/02/2012;26;1;30;1;5
WO2008042616;2;0;12;8;3;1;3;2;0;20/09/2007;18;1;10;1;3
WO2013185149;4;0;6;24;6;1;5;13;0;17/06/2013;7;1;8;1;3
WO2013117433;1;0;6;6;2;0;1;2;0;24/01/2013;15;6;10;4;2
WO2004072291;1;0;12;37;5;1;3;1;0;09/02/2004;23;9;5;5;5
WO2013016396;7;0;32;27;3;0;1;0;0;25/07/2012;22;4;7;2;3
WO2012047883;2;0;20;10;4;0;2;2;0;04/10/2011;13;3;3;1;1
WO2009155169;2;0;14;3;1;0;1;0;0;09/06/2009;14;3;2;1;1
WO2014097867;3;3;14;31;2;0;3;1;17;02/12/2013;23;5;9;3;3
WO2013096703;3;0;35;23;2;0;0;11;0;20/12/2012;81;1;10;1;4
WO2013122268;3;0;19;5;6;1;7;1;0;18/02/2013;31;5;10;2;4
WO2011133891;7;0;64;55;7;0;3;2;0;22/04/2011;115;4;13;4;9
BR9003785;3;0;4;9;3;1;0;0;0;02/08/1990;17;10;6;2;2
WO2012009391;2;0;12;6;3;1;4;1;0;13/07/2011;17;2;5;2;2
WO2008125983;3;0;6;12;3;1;4;0;0;10/04/2008;15;2;4;2;2
WO2015162038;2;0;18;6;2;0;1;3;0;15/04/2015;13;3;5;2;3
WO2017105977;2;0;22;4;4;0;0;0;0;08/12/2016;18;2;8;1;3
WO2016012613;6;0;11;5;4;1;2;0;0;24/07/2015;14;5;2;3;2
WO2014207376;2;0;6;10;4;1;2;0;0;25/06/2014;17;5;6;4;5
WO2016066835;3;0;11;7;10;0;7;25;0;30/10/2015;16;14;33;2;4
WO2011042365;2;0;2;11;3;1;8;3;0;01/10/2010;11;9;7;5;6
WO2006067171;4;0;44;30;7;0;2;1;0;21/12/2005;13;2;1;1;1
WO2014131970;2;0;9;5;4;1;3;0;0;24/02/2014;13;2;3;1;2
WO2014088934;5;0;24;4;3;0;3;80;0;02/12/2013;9;1;7;1;3
WO2014151528;3;0;15;1;4;1;3;1;0;13/03/2014;13;4;6;2;3
WO2014074990;3;0;6;5;7;0;2;4;0;11/11/2013;11;3;3;2;1
WO2011067242;5;0;21;11;3;0;5;1;0;30/11/2010;14;2;3;1;1
WO2013096617;4;0;15;4;6;1;3;0;0;20/12/2012;5;5;6;2;2
WO2021086944;3;0;5;2;3;0;1;5;0;28/10/2020;9;3;17;2;4
WO2020216603;2;0;14;1;3;1;4;1;0;06/04/2020;12;8;13;2;3
WO2014151212;4;0;228;155;7;0;7;3;0;13/03/2014;305;3;82;3;15
WO2009061378;7;0;29;43;5;0;4;0;0;03/11/2008;108;4;4;3;3
WO2007133310;3;0;5;0;4;3;1;0;0;19/02/2007;76;1;11;1;2
WO2014146581;7;0;8;2;2;1;3;0;0;20/03/2014;12;4;5;2;2
WO2014159845;1;0;7;24;4;0;3;1;0;13/03/2014;7;1;1;1;1
WO2016069227;5;0;23;1;2;0;0;0;0;07/10/2015;19;2;4;1;1
WO2016193208;4;0;1;4;3;0;2;6;0;30/05/2016;9;2;5;2;2
WO2015191353;2;0;12;6;4;0;3;1;0;04/06/2015;13;4;9;2;3
WO2015099045;7;10;6;0;5;0;0;2;27;25/12/2014;8;3;3;2;2
WO2021121526;1;0;17;2;6;0;4;9;0;20/12/2020;8;4;13;3;4
WO2015107413;3;0;35;13;5;0;1;3;0;16/01/2015;19;4;7;4;4
WO2013074434;5;0;14;13;2;0;0;1;0;12/11/2012;16;5;33;4;8
WO2014184281;3;0;11;5;4;0;3;4;0;15/05/2014;13;3;6;1;2
WO2014088940;5;0;48;8;3;0;3;81;0;02/12/2013;8;1;6;1;3
WO2015077538;5;0;6;4;11;0;5;0;0;21/11/2014;18;2;3;2;3
WO2016074699;2;0;8;5;2;1;0;1;0;10/11/2014;16;3;8;2;3
WO2014041094;5;0;5;1;2;0;2;0;0;12/09/2013;18;4;4;1;1
WO2011008501;4;0;67;18;3;0;1;6;0;28/06/2010;16;5;10;3;3
WO2016087445;2;0;39;6;3;0;2;16;0;01/12/2015;8;3;8;3;4
WO2015153534;1;0;4;12;5;1;3;4;0;31/03/2015;5;10;16;6;6
WO2021216542;1;0;7;0;4;0;3;0;0;20/04/2021;7;0;5;0;4
WO2013083618;5;0;20;8;3;0;5;2;0;05/12/2012;8;9;9;2;3
WO2019161148;8;0;10;2;5;0;0;1;0;15/02/2019;11;4;4;2;2
WO2011001410;1;0;22;10;2;0;2;1;0;02/07/2010;10;5;14;3;6
WO2011143819;3;0;10;1;3;1;2;1;0;19/05/2010;13;3;5;1;1
WO2014049204;6;0;46;34;1;1;3;15;0;24/09/2013;24;1;9;1;3
WO2014088937;5;0;6;2;3;0;3;4;0;02/12/2013;7;1;4;1;3
WO2007051756;1;0;3;1;7;0;5;1;0;26/10/2006;13;2;5;2;3
WO2015065978;19;0;16;14;2;0;1;23;0;28/10/2014;7;2;4;2;4
WO2015075290;3;0;5;5;3;1;2;3;0;18/11/2014;11;2;12;2;2
WO2006017920;2;0;14;4;6;0;5;3;0;05/08/2005;16;1;2;1;1
BR112022010153;7;0;30;7;0;1;10;0;0;27/11/2020;14;2;7;2;5
WO2015012890;1;0;55;10;0;0;1;2;0;10/03/2014;15;2;5;2;4
WO2021233780;3;0;10;9;7;0;5;2;0;14/05/2021;17;2;11;2;5
WO2005085163;2;0;25;220;2;1;3;0;0;24/02/2005;36;2;4;1;1
WO2015086735;3;0;6;4;6;0;5;2;0;11/12/2014;14;3;9;2;4
WO2017065969;3;0;18;4;4;0;2;2;0;28/09/2016;19;5;9;2;3
WO2012103334;1;0;10;1;2;0;2;0;0;26/01/2012;8;1;1;1;1
WO2010036555;2;0;34;8;7;0;4;0;0;17/09/2009;7;3;4;3;4
WO2021126797;3;0;49;3;6;0;1;3;0;15/12/2020;6;5;3;3;3
WO2009113684;8;16;29;16;7;0;4;4;39;13/03/2009;17;3;4;2;3
WO2018069702;3;0;9;0;6;1;6;1;0;11/10/2017;24;2;3;1;2
WO2004018620;4;0;0;26;8;2;4;7;0;26/08/2002;33;5;6;3;3
WO2010104722;1;0;44;16;2;1;2;1;0;04/03/2010;16;2;2;2;1
WO2018184120;6;0;26;12;5;0;6;60;0;06/04/2018;10;5;24;4;5
WO2021168532;3;0;31;3;3;1;5;0;0;28/02/2020;17;7;14;3;2
WO2010124152;2;0;21;3;4;0;4;1;0;23/04/2010;38;2;1;2;1
WO2013190720;3;11;10;4;4;1;3;1;5;06/11/2012;10;3;3;2;2
WO2007076115;5;0;19;51;3;0;3;1;0;21/12/2006;18;4;6;2;2
WO2021216571;6;0;21;6;4;0;2;1;0;20/04/2021;20;4;8;3;5
WO2015165583;5;0;4;15;2;0;0;3;0;28/04/2015;16;4;9;2;3
WO2005001050;19;0;18;105;2;0;1;1;0;07/06/2004;24;3;4;2;3
WO2013098789;9;0;12;14;3;1;2;0;0;28/12/2012;35;4;10;3;6
WO2012143513;6;0;44;17;4;0;4;26;0;20/04/2012;12;1;16;1;6
WO2011120618;4;0;48;11;7;0;7;0;0;02/03/2011;81;3;8;3;7
WO2022043559;3;0;31;2;2;0;0;12;0;30/08/2021;16;2;6;2;4
WO2020254460;4;0;10;0;1;0;3;5;0;18/06/2020;11;1;4;1;1
WO2013119230;2;0;6;1;2;1;1;1;0;08/02/2012;11;1;4;1;2
WO2015061672;3;0;10;4;5;0;1;7;0;24/10/2014;7;1;10;1;3
WO2012138380;1;0;103;32;4;2;5;10;0;03/11/2011;255;3;6;3;3
WO2011120616;4;0;28;4;7;0;7;0;0;02/03/2011;81;3;5;3;4
WO2021154143;3;0;9;1;6;1;3;1;0;27/01/2021;7;12;15;3;2
WO2019084895;5;0;12;0;4;1;3;3;6;03/11/2017;12;3;2;2;2
WO2008124933;2;0;36;5;5;1;3;180;0;16/04/2008;11;10;3;5;2
WO2015114010;5;0;4;0;0;1;1;0;0;28/01/2015;10;3;11;2;5
WO2013045786;2;0;7;4;4;1;2;0;0;11/09/2012;16;8;5;1;1
WO2010007497;5;0;4;5;2;0;2;1;0;07/07/2009;11;0;3;0;2
WO2008143940;3;0;113;46;4;0;4;1;0;14/05/2008;24;2;19;1;8
WO2020207370;3;0;9;0;2;0;3;1;11;07/04/2020;8;3;4;2;3
WO2013067252;3;0;50;0;5;1;1;112;0;02/11/2012;19;4;6;2;1
WO2020205764;3;0;49;1;3;0;3;17;0;30/03/2020;13;6;3;3;3
WO2008142036;3;0;73;45;9;0;5;0;0;19/05/2008;12;2;1;2;1
WO2017074558;4;0;15;22;8;0;6;11;0;07/09/2016;15;2;10;2;3
WO2010130973;2;0;19;12;2;1;2;2;0;06/05/2010;20;1;12;1;2
WO2022056413;3;0;15;4;4;0;2;2;0;13/09/2021;14;5;11;3;2
WO2004091544;9;0;36;69;3;1;3;0;0;08/03/2004;194;6;11;3;7
WO2012047543;1;0;21;10;2;0;2;6;0;23/09/2011;66;4;6;1;2
BR112015013710;6;0;21;32;11;1;0;0;0;12/12/2013;39;9;10;5;5
WO2014058572;5;0;5;12;5;0;3;9;0;17/09/2013;8;7;17;6;10
WO2011041796;5;0;89;5;4;0;4;268;0;04/10/2010;33;2;4;1;2
WO2016071830;3;0;29;7;3;0;2;78;0;03/11/2015;20;0;5;0;4
WO2009078973;2;0;20;35;5;0;5;1;0;15/12/2008;10;1;14;1;3
WO2011154253;7;0;4;1;1;0;2;5;0;25/05/2011;13;4;6;3;3
WO2017029312;7;0;6;5;1;0;0;3;0;17/08/2016;14;3;5;1;1
WO2012170923;3;0;86;39;2;0;3;2;0;08/06/2012;40;1;13;1;3
WO2015179191;5;0;17;1;3;0;2;0;0;13/05/2015;12;2;5;1;2
WO2021244637;2;27;9;1;6;0;4;9;30;04/06/2021;13;8;7;3;3
WO2009103948;4;0;21;14;3;1;1;0;0;11/02/2009;24;1;3;1;1
WO2022132694;4;0;5;0;5;0;1;5;0;14/12/2021;10;3;6;2;3
WO2007085483;6;0;3;6;4;0;6;5;0;29/01/2007;14;2;3;1;2
WO2014047511;5;0;14;6;5;0;2;1;0;20/09/2013;25;2;5;2;4
WO2006002034;3;0;10;21;2;0;1;1;0;14/06/2005;9;0;4;0;2
WO2015150497;4;0;13;3;2;0;2;0;0;01/04/2015;24;2;13;1;3
WO2022056155;5;0;2;0;3;0;3;0;0;09/09/2021;11;6;9;4;6
WO2008156863;5;0;14;2;3;0;0;3;0;20/06/2008;14;1;1;1;1
WO2019011708;10;0;32;6;3;0;4;0;0;03/07/2018;14;2;5;1;2
WO2017210508;6;0;13;8;3;0;6;1;0;02/06/2017;19;3;2;3;1
WO2019236257;8;0;22;14;4;0;5;81;0;15/05/2019;12;4;4;3;2
WO2018091004;1;0;18;1;10;1;4;3;0;09/05/2017;9;10;15;3;7
WO2022128993;2;0;5;1;4;1;5;1;0;14/12/2021;13;4;27;2;3
WO2018126201;13;0;3;13;4;0;3;1;0;29/12/2017;17;3;10;2;6
WO2009103237;4;0;12;5;3;0;2;4;0;19/02/2009;10;12;8;7;6
WO2020047656;5;0;2;9;4;0;3;3;0;04/09/2019;8;11;12;5;8
WO2013067296;3;0;17;32;2;0;1;6;0;02/11/2012;19;2;37;2;5
WO2022043991;6;0;7;2;7;0;4;3;0;19/08/2021;11;2;25;2;3
WO2018136385;2;0;5;0;4;0;2;24;0;16/01/2018;6;3;9;2;5
WO2009148330;4;0;34;10;3;0;1;1;0;28/05/2009;11;6;3;4;3
WO2008028121;1;0;108;33;3;0;1;1;0;31/08/2007;97;1;15;1;5
WO2014003556;4;0;10;14;4;0;4;5;0;27/06/2013;10;7;13;5;6
WO2020159587;6;0;11;1;5;0;2;7;0;10/10/2019;14;3;33;2;5
WO2008016401;7;0;22;40;6;1;5;0;0;24/04/2007;11;4;16;4;8
WO2009015055;1;0;16;58;5;1;1;0;0;19/07/2008;13;0;16;0;4
WO2021250327;7;0;7;0;3;1;4;1;0;09/06/2021;12;4;9;3;5
WO2010113020;5;0;0;2;4;0;0;6;0;31/03/2010;7;3;3;2;2
WO2009067218;4;0;42;64;3;0;3;7;0;20/11/2008;30;4;5;1;3
WO2015073772;4;0;45;8;3;0;2;15;0;14/11/2014;9;4;6;3;4
WO2013111782;3;1;5;12;2;0;6;14;7;23/01/2013;18;7;25;3;3
WO2013108017;4;0;4;7;4;1;4;3;0;15/01/2013;15;6;6;3;2
WO2015044828;7;0;3;0;8;0;10;6;0;15/09/2014;13;3;1;2;1
WO2019133726;8;0;25;6;3;0;2;71;0;27/12/2018;14;3;12;2;3
WO2009083958;6;0;198;50;13;0;7;118;0;23/12/2008;24;2;8;2;3
WO2016091640;2;0;12;2;3;0;5;0;0;30/11/2015;11;3;8;1;6
WO2013098338;2;0;20;1;3;0;1;3;0;27/12/2012;7;5;16;2;4
WO2008028055;3;0;12;180;3;1;2;1;0;30/08/2007;13;2;5;2;4
WO2013063006;5;0;35;3;9;0;2;152;0;24/10/2012;6;3;10;2;4
WO2022096182;2;0;7;0;2;1;3;1;0;10/09/2021;9;5;7;3;4
WO2014070844;2;0;14;9;3;0;4;57;0;30/10/2013;8;1;4;1;3
WO2004053129;2;0;5;7;5;0;4;7;0;12/12/2003;17;8;2;3;2
BR0206692;2;0;13;14;2;2;2;0;0;07/02/2002;40;6;17;5;6
WO2013128448;2;0;51;38;17;0;4;2;0;27/02/2013;35;3;5;3;3
WO2019197232;3;0;22;1;2;0;3;13;0;03/04/2019;18;12;15;2;3
WO2012148835;4;0;92;12;9;0;3;267;0;23/04/2012;8;2;5;2;3
WO2021032590;3;0;10;3;4;0;1;0;0;13/08/2020;23;6;14;1;2
WO2009108689;2;0;7;23;4;0;3;0;0;25/02/2009;8;2;14;2;3
WO2013053455;2;0;4;1;3;0;1;2;0;08/10/2012;13;2;2;1;1
WO2018226573;2;0;6;5;3;0;3;20;0;04/06/2018;8;2;15;2;5
WO2004013304;4;0;66;8;5;0;2;0;0;04/08/2003;14;2;3;2;2
WO2021160889;8;0;7;2;1;1;2;2;0;15/02/2021;8;5;16;3;4
BR0214673;4;0;35;7;6;1;6;0;0;26/11/2002;14;4;4;3;3
WO2010012796;6;0;1;56;4;0;2;2;0;30/07/2009;6;6;10;3;5
WO2018053230;5;0;7;11;5;0;7;2;0;15/09/2017;10;1;8;1;5
BR9003784;3;0;4;4;3;1;0;0;0;02/08/1990;9;9;3;3;3
WO2011146046;4;0;22;8;3;1;2;0;0;17/05/2010;16;1;10;1;3
WO2020039199;1;0;8;6;4;1;5;0;0;21/08/2019;10;3;28;3;4
WO2013123400;1;0;40;22;2;0;1;2;0;15/02/2013;18;6;13;5;10
WO2012092666;6;0;13;12;3;1;1;1;0;04/01/2012;8;5;8;5;2
WO2019105366;6;12;7;8;1;1;1;5;24;28/11/2018;13;4;16;3;8
WO2018096176;4;0;5;11;2;1;4;2;0;28/11/2017;8;6;8;3;3
WO2017141128;1;0;9;2;4;0;4;4;0;02/02/2017;11;4;8;3;4
WO2013010885;10;0;108;34;6;0;5;10;0;12/07/2012;8;5;10;4;3
