patent_id;inventors_count;images_count;backward_citations_count;foward_citations_count;nuns_count;aplications_count;top_10_words_count;non_patent_citations_count;independent_claims_count;application_date;family_count;ipcs_count;cpcs_count;ipcs_diversity_count;cpcs_diversity_count
WO2006007691;2;0;19;93;5;0;5;2;0;15/07/2005;12;0;5;0;2
WO2012055904;4;0;3;4;3;1;2;57;0;26/10/2011;11;3;8;1;3
BR0108278;3;0;12;32;6;1;8;0;0;13/02/2001;21;5;2;1;1
WO2014006159;2;0;1007;2;3;0;3;7;0;04/07/2013;7;6;14;4;8
WO2017178513;2;0;28;19;4;0;4;3;0;12/04/2017;14;6;8;5;6
WO2014130987;4;0;21;3;3;0;1;44;0;25/02/2014;20;3;1;1;1
BR7701987;1;0;0;0;2;1;0;0;0;30/03/1977;1;1;0;0;0
WO2010072210;2;0;5;5;8;1;5;19;0;18/12/2009;20;2;3;1;2
BR9810990;5;0;4;8;12;1;5;0;0;03/07/1998;17;5;3;3;2
WO2021186164;1;0;6;0;3;1;3;2;0;16/03/2021;19;3;6;2;3
WO2008115939;1;0;3;9;5;0;3;1;0;19/03/2008;5;6;9;1;1
BR9707017;8;0;103;52;21;2;0;0;0;17/01/1997;77;4;7;1;2
BR8803694;2;0;0;0;7;1;0;0;0;25/07/1988;1;3;0;0;0
WO2021154632;6;0;12;11;4;0;2;2;0;25/01/2021;12;5;10;2;2
WO2010091069;1;0;69;19;4;1;3;0;0;03/02/2010;7;12;15;4;2
WO2007113035;4;0;29;33;4;1;3;0;0;13/02/2007;13;4;11;1;1
BR8700465;2;0;3;8;5;1;0;0;0;02/02/1987;9;8;4;3;3
BR9904089;3;0;12;60;9;1;9;0;0;08/09/1999;17;8;8;4;6
WO2009121785;5;0;4;6;4;1;2;1;0;26/03/2009;10;1;3;1;2
WO2006089873;3;0;14;42;4;0;4;0;0;20/02/2006;8;3;2;2;1
WO2017118871;4;0;21;3;4;1;4;8;0;08/01/2016;9;2;3;2;2
BR0014238;1;0;16;1;2;2;3;0;0;12/09/2000;10;1;1;1;1
WO2011091260;3;0;4;12;6;0;4;0;0;21/01/2011;10;3;7;2;4
WO2021022140;2;0;7;0;4;0;3;22;0;31/07/2020;2;3;4;2;4
WO2017170919;4;0;11;11;3;0;4;3;11;30/03/2017;20;4;12;3;4
WO2008095252;2;0;10;56;2;1;2;5;0;07/02/2008;16;4;7;4;5
WO2020212620;3;0;12;0;5;2;3;12;0;20/04/2020;14;4;8;3;4
BR8402128;2;0;4;11;4;1;0;0;0;09/02/1984;11;5;2;2;2
WO2019195842;7;0;9;1;5;0;0;19;0;08/04/2019;10;2;4;1;3
WO2021022097;4;0;7;0;4;0;3;23;0;30/07/2020;2;3;9;2;4
WO2009143398;2;0;30;23;11;0;5;4;0;22/05/2009;19;3;6;3;3
BR9700452;2;0;2;2;6;1;0;0;0;25/03/1997;9;3;5;2;3
WO2013043220;3;0;26;12;6;0;3;5;0;21/09/2012;23;3;26;2;3
BR8204325;3;0;7;6;3;1;3;0;0;23/07/1982;12;6;6;3;2
BR0203531;2;0;5;12;9;0;10;0;0;05/09/2002;7;3;2;2;2
WO2018119364;9;0;43;14;5;0;2;31;0;22/12/2017;28;2;9;1;4
WO2021144499;8;0;13;0;4;1;3;0;0;08/01/2021;13;4;11;3;6
BR9105634;2;0;0;0;1;1;0;0;0;30/12/1991;1;2;1;2;1
WO2014053347;7;0;7;9;4;1;5;0;0;23/09/2013;10;2;2;1;1
WO2014130206;4;0;46;9;4;1;2;0;0;27/01/2014;7;3;10;2;3
WO2014074895;3;0;14;32;3;0;1;63;0;08/11/2013;12;3;10;2;4
WO2012174205;3;0;76;31;3;0;2;0;0;14/06/2012;22;8;40;4;6
BR112015024979;1;0;11;3;9;2;10;0;0;27/03/2014;16;7;8;3;2
WO2006101832;3;0;2;31;3;0;0;1;0;14/03/2006;7;1;2;1;2
WO2017025612;2;0;13;11;2;0;2;1;0;11/08/2016;12;6;10;3;3
BR9713195;3;0;5;15;5;1;4;0;0;08/09/1997;14;7;4;3;2
WO2018104216;2;0;5;4;3;0;1;1;0;04/12/2017;10;5;14;1;3
BR9814185;3;0;29;19;5;2;2;0;0;02/11/1998;26;8;6;3;2
WO2020261291;7;0;7;3;5;0;4;1;0;08/06/2020;8;1;4;1;2
WO2016085816;3;0;9;6;5;0;1;61;0;20/11/2015;5;4;18;2;4
WO2011154836;5;0;5;5;3;1;2;7;0;07/06/2011;4;2;5;1;3
WO2012045985;1;0;24;8;4;1;3;2;0;07/10/2011;13;5;7;2;3
WO2017091760;2;0;47;7;4;0;3;1;0;23/11/2016;27;5;16;3;6
WO2011055178;1;0;4;0;8;1;6;0;0;12/10/2010;4;1;2;1;2
BR8503042;1;0;0;0;3;1;0;0;0;25/06/1985;1;1;0;0;0
WO2013011018;9;0;78;25;3;0;2;21;0;17/07/2012;25;1;2;1;2
BR112015008370;4;0;28;6;3;1;2;0;21;15/10/2013;20;4;16;2;4
WO2010084276;4;0;6;6;5;1;5;3;0;13/01/2010;14;2;7;2;5
WO2014070580;2;0;68;44;6;0;5;0;0;24/10/2013;7;7;20;3;6
BR7800875;1;0;5;3;2;1;0;0;0;14/02/1978;24;13;10;4;4
WO2017015642;7;0;5;4;3;0;3;16;0;23/07/2016;7;3;10;2;5
WO2015100445;3;0;8;4;2;1;0;1;0;27/12/2014;5;2;8;2;3
BR112023003234;4;0;2;3;4;2;6;0;0;25/08/2021;5;5;14;2;5
WO2011002912;5;0;111;16;6;0;6;1;0;30/06/2010;14;1;5;1;3
WO2015089704;9;0;10;12;6;1;3;8;0;16/12/2013;19;4;21;1;3
WO2014035458;7;0;15;14;4;0;1;45;0;15/03/2013;8;2;26;1;4
BR8903850;1;0;28;60;9;1;0;0;0;01/08/1989;22;15;8;4;2
WO2012004489;3;0;7;14;4;1;4;0;0;24/06/2011;13;6;13;4;7
WO2012016785;5;0;37;14;3;0;1;9;0;08/07/2011;10;4;22;1;6
WO2014138598;2;0;443;179;1;0;2;2;0;07/03/2014;569;3;52;2;18
BR0309078;3;0;3;0;4;2;2;0;0;14/04/2003;23;4;4;2;2
WO2021030437;1;0;5;0;4;0;3;0;0;12/08/2020;5;3;8;2;1
WO2009107840;2;2;9;18;1;0;3;1;5;02/03/2009;8;6;5;3;3
WO2010081634;5;0;35;9;6;0;2;5;0;29/12/2009;9;2;8;1;2
WO2014179306;4;0;14;8;7;0;7;0;0;29/04/2014;6;0;16;0;5
WO2016183130;7;0;24;23;4;0;2;66;0;11/05/2016;13;4;4;3;3
BR7604164;1;0;16;3;1;1;0;0;0;25/06/1976;16;9;5;5;5
BR8201007;1;0;0;0;2;1;0;0;0;26/02/1982;1;1;1;1;1
BR7807025;4;0;11;6;14;4;0;0;0;25/10/1978;33;19;2;3;1
WO2014150449;1;0;23;13;2;0;1;55;0;11/03/2014;23;1;5;1;2
WO2017002070;3;0;1;1;4;0;3;82;0;30/06/2016;5;3;3;2;2
BR9102806;3;0;0;0;2;1;0;0;0;03/07/1991;1;1;0;0;0
WO2019117080;7;4;8;1;6;1;5;0;4;10/12/2018;7;3;5;2;3
WO2018119361;9;0;41;6;7;0;2;30;0;22/12/2017;19;1;9;1;4
WO2018043546;2;8;12;2;4;0;3;6;22;30/08/2017;13;3;4;2;2
WO2014051347;3;3;5;30;4;1;1;1;16;26/09/2013;8;3;13;2;3
BR0305309;3;0;0;0;7;1;6;0;0;03/11/2003;1;2;0;0;0
WO2009141564;6;0;10;8;2;1;1;0;0;05/05/2009;8;10;11;4;5
WO2020144030;6;0;14;5;5;0;0;0;0;18/12/2019;11;4;2;1;1
WO2014140308;3;0;89;28;3;0;2;1;0;14/03/2014;24;5;9;2;4
WO2005116228;5;0;31;53;2;1;0;1;0;27/05/2005;31;14;15;2;4
BR0008092;2;0;10;12;3;2;2;0;0;08/02/2000;17;1;2;1;1
WO2013083412;8;0;83;19;4;1;5;14;0;22/11/2012;15;6;6;2;2
WO2013057194;1;0;8;27;4;0;5;55;0;18/10/2012;9;3;6;1;2
WO2008082916;1;0;10;7;7;0;2;0;0;14/12/2007;4;4;12;1;1
WO2013170034;2;0;30;16;8;0;3;0;0;09/05/2013;6;3;10;2;5
BR8800496;3;0;5;14;1;0;0;0;0;08/02/1988;12;1;2;1;2
WO2018225556;1;14;16;26;2;0;3;5;15;28/05/2018;18;10;19;6;10
WO2016098025;2;0;15;2;3;1;3;0;0;16/12/2015;5;5;3;3;3
BR9913527;5;0;17;211;7;1;7;0;0;07/09/1999;60;12;5;5;2
WO2016065238;3;0;51;6;3;0;4;56;0;23/10/2015;5;2;9;1;3
WO2010150901;1;9;6;12;7;0;6;4;24;21/06/2010;12;17;12;13;8
BR112022002515;1;0;5;0;4;1;3;0;0;12/08/2020;5;3;8;2;1
BR112022024085;2;0;16;1;2;1;3;0;0;27/05/2021;10;4;10;2;4
WO2014159877;1;0;23;9;7;0;6;0;0;13/03/2014;8;8;7;3;4
WO2017091614;4;0;16;7;4;0;5;14;0;22/11/2016;28;2;7;2;4
WO2017013684;11;0;6;0;4;0;3;5;0;22/07/2016;6;4;13;2;5
WO2021104673;6;0;8;2;2;0;2;9;0;25/11/2020;11;2;8;1;4
WO2015040197;3;0;14;15;2;0;3;5;0;19/09/2014;22;3;6;2;3
WO2009046538;3;0;6;52;3;0;2;5;0;10/10/2008;9;4;3;2;2
WO2018067458;2;0;13;7;5;0;0;5;0;02/10/2017;6;6;13;2;3
WO2013008480;6;5;6;10;8;1;2;13;16;13/01/2012;16;7;4;2;3
WO2009011354;4;0;9;4;4;0;5;0;0;16/07/2008;4;3;4;3;2
WO2011037681;2;0;9;12;3;0;2;1;0;29/07/2010;10;2;6;1;2
WO2007145912;3;0;63;37;3;1;2;1;0;04/06/2007;19;2;3;1;2
WO2011035853;2;0;140;22;2;1;0;9;0;03/09/2010;19;3;6;3;4
WO2012015616;2;0;10;22;9;0;4;5;0;18/07/2011;12;2;10;2;2
BR8705459;6;0;2;11;2;0;0;0;0;13/10/1987;19;3;6;2;3
WO2014052735;3;0;27;14;3;0;3;54;0;27/09/2013;7;1;2;1;2
BR8001755;1;0;0;1;2;1;0;0;0;24/03/1980;1;1;1;1;1
WO2007100897;3;0;45;53;4;0;1;0;0;27/02/2007;10;1;9;1;5
WO2022049250;2;0;31;1;3;0;3;80;0;03/09/2021;8;3;17;2;5
WO2008094396;3;0;43;38;4;1;2;1;0;15/01/2008;42;2;4;1;2
BR8705037;3;0;0;0;4;1;0;0;0;30/09/1987;1;2;0;0;0
BR112014031362;3;0;286;57;6;0;6;0;0;14/06/2013;92;10;52;5;12
WO2014159892;2;0;27;18;6;0;7;0;0;13/03/2014;13;8;7;3;4
WO2012125688;3;0;31;7;3;0;3;6;0;14/03/2012;23;6;17;3;4
WO2020027214;4;0;25;8;0;0;1;17;11;31/07/2019;12;12;18;4;3
WO2016021447;1;7;10;3;7;0;5;1;9;28/07/2015;14;2;9;2;6
WO2018080375;1;0;9;0;4;1;4;4;0;17/10/2017;6;4;5;3;3
WO2017138462;6;2;16;6;6;1;3;1;5;03/02/2017;10;2;7;2;6
WO2019083810;2;0;240;2;11;0;7;89;0;18/10/2018;4;2;4;1;3
BR112018010741;4;0;33;11;4;1;1;0;0;24/11/2016;8;9;13;6;6
WO2015017869;2;0;11;28;3;0;2;1;0;13/08/2014;6;1;10;1;6
BR9502672;3;0;7;7;3;1;0;0;0;05/06/1995;16;7;2;3;2
BR8900592;4;0;2;10;7;1;0;0;0;10/02/1989;9;2;3;1;1
WO2017174616;3;0;8;2;8;0;10;3;0;04/04/2017;11;9;14;3;4
BR9405265;4;0;10;24;9;0;0;0;0;27/12/1994;19;4;15;3;9
WO2012149148;4;0;37;0;2;2;1;2;0;26/04/2012;253;5;4;1;1
WO2014057053;8;0;8;1;2;0;2;0;0;10/10/2013;9;2;1;1;1
WO2010122296;2;0;2;3;2;1;3;6;0;21/04/2010;9;2;4;1;1
BR112018077033;3;0;16;0;2;2;1;0;0;03/07/2017;22;2;18;1;7
WO2014132409;4;6;16;10;9;1;2;0;7;28/02/2013;11;3;19;2;7
WO2009079584;3;0;1;3;6;0;4;13;0;17/12/2008;5;2;5;1;3
WO2015067900;5;0;4;0;2;1;2;8;0;06/11/2014;10;4;4;2;2
BR0107845;5;0;2;1;4;1;4;0;0;06/02/2001;17;13;6;6;4
WO2010027799;3;0;4;7;3;0;2;0;0;25/08/2009;21;3;3;2;3
BR8307358;1;0;7;7;2;1;0;0;0;10/05/1983;22;2;3;2;2
BR0311412;6;0;6;24;6;2;6;0;0;28/05/2003;7;3;4;3;4
BR8104572;2;0;0;0;4;1;0;0;0;16/07/1981;1;3;0;0;0
BR8901035;5;0;4;9;4;1;0;0;0;06/03/1989;19;8;2;3;1
WO2012118171;3;5;9;18;3;0;2;1;7;02/03/2012;19;3;11;2;5
WO2016088278;4;4;10;1;2;1;3;4;2;05/12/2014;11;2;9;2;4
BR112022011895;10;0;39;0;3;1;5;0;0;15/12/2020;8;3;5;2;2
BR0008478;4;0;14;35;17;1;12;0;0;24/02/2000;35;21;3;6;2
WO2010079293;1;0;44;20;3;1;4;2;0;05/01/2010;11;4;13;1;4
WO2012084950;3;0;21;7;9;1;2;21;0;20/12/2011;7;4;10;1;2
WO2022087614;3;0;16;0;3;0;3;0;0;21/10/2021;4;3;7;1;4
WO2015023586;1;0;104;22;5;1;2;0;0;11/08/2014;60;1;12;1;6
BR112020024025;4;0;7;0;3;2;4;0;45;24/05/2019;20;3;9;1;2
WO2016088272;4;4;7;3;2;1;3;3;2;05/12/2014;11;3;8;2;4
BR9712727;3;0;4;7;4;2;2;0;0;06/10/1997;20;11;7;3;2
BR9203990;1;0;0;1;3;1;0;0;0;15/10/1992;1;1;0;0;0
WO2020092491;2;0;4;5;4;0;3;13;0;30/10/2019;6;3;8;1;3
BR7409987;1;0;6;7;2;1;0;0;0;28/11/1974;16;11;1;1;1
BR0016215;2;0;2;7;4;2;3;0;0;21/11/2000;14;3;1;2;1
BR9806822;4;0;15;87;4;2;1;0;0;30/01/1998;42;11;9;3;5
WO2020064900;6;0;7;8;4;1;2;14;0;26/09/2019;11;6;8;3;4
WO2020014407;4;0;38;9;3;0;2;36;0;11/07/2019;7;2;7;1;4
BR8802878;1;0;0;0;3;1;0;0;0;13/06/1988;1;2;1;1;1
WO2012174462;1;0;3;5;3;0;2;2;0;15/06/2012;3;4;9;3;6
WO2018016270;4;0;10;4;2;0;4;2;15;26/06/2017;13;4;6;2;3
BR9100210;1;0;0;0;3;1;0;0;0;17/01/1991;1;1;1;1;1
BR102022010620;1;0;0;0;3;1;6;0;0;31/05/2022;1;2;0;0;0
WO2021231096;3;0;4;2;5;0;2;0;0;29/04/2021;3;4;9;2;4
WO2016088276;4;4;6;1;2;1;3;4;2;05/12/2014;11;3;10;2;5
BR8403216;1;0;0;0;4;1;0;0;0;27/06/1984;1;1;1;1;1
BR8802996;1;0;0;0;3;1;0;0;0;15/06/1988;1;1;1;1;1
WO2022066167;3;0;16;0;2;1;1;0;0;25/09/2020;5;4;5;1;1
WO2008133638;4;0;12;90;5;0;2;0;0;28/09/2007;17;0;3;0;3
WO2013190064;6;0;6;4;5;1;3;5;0;20/06/2013;26;1;18;1;5
WO2013148330;6;0;114;25;3;0;2;99;0;15/03/2013;35;5;7;4;5
WO2015053027;3;3;8;1;3;0;5;0;7;09/09/2014;4;4;10;4;5
WO2017223080;3;0;8;5;3;0;2;6;0;20/06/2017;9;3;8;3;6
WO2011104738;4;0;5;0;4;1;2;16;0;18/02/2011;3;4;2;2;2
WO2013183617;2;7;18;6;3;0;4;1;8;04/06/2013;15;7;7;3;3
WO2013038940;4;0;5;2;1;2;3;0;15;03/09/2012;6;2;3;2;2
WO2012149201;7;0;198;17;6;2;3;3;0;26/04/2012;253;5;4;1;2
WO2011074479;2;3;3;5;4;0;6;3;9;09/12/2010;3;2;3;2;2
WO2019161227;6;0;67;16;3;0;0;41;0;15/02/2019;13;2;6;2;4
BR9611220;3;0;7;91;5;2;11;0;0;31/10/1996;42;9;9;3;4
WO2021255052;1;0;7;0;4;1;4;6;0;15/06/2021;10;7;11;1;2
WO2011131869;1;0;11;4;5;1;4;0;0;22/04/2011;13;1;5;1;3
WO2014103183;3;4;11;5;4;1;6;0;4;03/12/2013;10;2;12;2;5
BR112022022875;5;0;14;1;6;2;4;0;0;14/05/2021;33;1;30;1;6
WO2011127169;1;0;203;133;6;0;1;10;0;06/04/2011;255;5;6;4;5
BR9706064;4;0;11;25;4;1;4;0;0;01/12/1997;20;9;10;4;3
WO2014108454;3;0;15;13;3;0;0;2;0;09/01/2014;18;3;5;2;3
WO2010025395;9;0;161;8;3;1;2;224;0;28/08/2009;28;10;14;2;8
BR8405673;11;0;0;0;2;1;0;0;0;07/11/1984;1;2;1;2;1
BR8100908;1;0;5;7;2;0;0;0;0;16/02/1981;7;11;2;3;1
WO2020125241;6;19;17;4;8;1;7;1;19;04/11/2019;17;2;9;2;5
WO2012149142;8;0;337;3;6;3;7;1;0;26/04/2012;253;3;4;1;2
BR112022019834;4;0;67;2;1;1;4;0;0;04/04/2021;16;6;7;4;3
WO2013050376;6;0;6;3;2;1;3;3;0;02/10/2012;8;3;5;1;1
WO2011139804;2;0;20;49;8;1;5;1;0;27/04/2011;54;7;16;4;7
WO2012115527;4;0;15;38;2;0;1;40;0;24/02/2012;39;1;15;1;5
BR8601715;6;0;7;7;9;1;0;0;0;17/04/1986;56;19;3;3;2
BR112015000069;4;0;26;15;3;1;5;0;0;10/09/2013;44;2;5;2;3
WO2012149162;6;0;5;13;4;0;0;0;0;26/04/2012;6;1;8;1;2
BR9909107;5;0;17;6;4;2;2;0;0;26/03/1999;18;3;2;2;2
WO2010076387;6;0;14;18;2;1;3;0;0;28/12/2009;15;8;11;6;8
BR112019026002;6;0;32;1;5;2;1;0;51;01/06/2018;20;3;9;1;3
WO2008109877;2;0;26;137;4;3;2;0;0;07/03/2008;107;3;45;3;7
WO2020141395;4;0;10;2;7;0;0;0;0;20/12/2019;7;5;3;1;1
WO2010027948;1;0;3;5;7;0;1;0;0;01/09/2009;8;1;1;1;1
WO2009078340;7;0;2;5;8;1;6;0;0;11/12/2008;6;6;17;4;5
WO2012085362;6;0;5;10;10;1;6;11;0;16/12/2011;8;4;2;1;1
BR112022011447;1;0;1;0;3;1;8;0;0;10/12/2019;2;3;3;1;1
WO2007090143;1;0;4;7;6;0;1;5;0;31/01/2007;17;3;6;1;2
BR112022010434;4;0;27;2;2;1;4;0;0;25/11/2020;11;3;11;2;5
WO2013022594;5;0;16;21;5;0;1;61;0;23/07/2012;6;2;4;2;3
BR8706813;2;0;7;14;2;1;2;0;0;15/12/1987;36;8;5;4;4
WO2010059022;1;0;19;10;4;1;4;1;0;21/11/2008;10;4;5;2;2
WO2017223063;3;0;12;8;5;0;7;2;0;20/06/2017;9;2;12;2;9
WO2009158709;2;0;9;36;7;0;1;1;0;29/06/2009;8;2;8;2;4
WO2018075602;6;0;4;5;4;0;6;1;0;18/10/2017;7;7;8;3;3
WO2015053028;3;3;7;0;3;0;5;0;7;09/09/2014;4;4;9;4;4
BR102013033575;7;0;0;0;4;1;3;0;18;27/12/2013;3;2;3;2;2
WO2008009503;6;0;17;12;3;1;2;1;0;25/05/2007;12;3;4;1;2
BR0208322;11;0;25;1;3;1;5;0;0;22/03/2002;24;10;6;5;2
WO2017223068;3;0;10;3;6;0;7;2;0;20/06/2017;9;2;7;2;7
BR0301102;3;0;0;0;8;1;6;0;0;29/04/2003;1;4;0;0;0
WO2010147835;1;0;19;14;2;0;2;15;0;10/06/2010;17;3;2;2;2
WO2008006076;9;0;23;22;1;0;2;1;0;06/07/2007;32;1;8;1;4
WO2009155633;3;0;4;22;3;1;3;3;0;28/04/2009;14;7;8;4;4
WO2008120643;3;0;2;3;2;3;3;5;0;26/03/2008;11;2;4;2;3
WO2015195449;2;0;6;7;4;0;5;0;0;11/06/2015;12;1;10;1;4
WO2014210252;2;0;8;12;4;1;1;1;0;26/06/2014;8;4;11;4;4
WO2015185639;2;0;10;4;6;1;6;2;0;03/06/2015;27;5;11;2;4
WO2011161045;6;0;21;63;3;0;2;3;0;20/06/2011;24;2;12;1;3
WO2017218053;1;0;11;9;3;1;2;26;0;05/02/2017;12;4;10;2;3
BR0301679;2;0;0;0;1;1;4;0;0;16/06/2003;2;1;0;0;0
WO2010129147;5;0;3;7;3;1;4;0;0;14/04/2010;7;1;2;1;1
BR112015011544;0;0;5;36;0;1;0;0;0;20/11/2013;18;0;28;0;4
WO2015089593;5;0;7;1;2;1;5;1;0;17/12/2013;7;2;9;2;3
WO2007130984;7;0;5;46;3;1;2;1;0;01/05/2007;27;1;9;1;5
BR7708556;3;0;6;5;6;1;0;0;0;22/12/1977;23;10;8;6;3
BR8703446;3;0;0;0;2;1;0;0;0;07/07/1987;1;1;0;0;0
BR112022009382;3;0;16;3;2;2;3;0;0;13/11/2020;6;1;24;1;5
WO2012084756;6;0;49;3;3;0;4;28;0;19/12/2011;7;2;5;1;2
BR0016179;2;0;9;17;1;2;2;0;0;28/11/2000;27;5;3;2;2
BR8103196;3;0;1;4;4;1;0;0;0;22/05/1981;2;3;3;2;2
BR9904774;4;0;27;46;3;2;4;0;0;05/02/1999;21;7;3;3;2
WO2013092399;4;0;5;5;3;1;2;2;0;13/12/2012;8;2;8;1;2
WO2012006114;5;0;25;18;6;0;3;98;0;28/06/2011;11;12;14;4;7
BR112019021329;2;0;19;6;14;1;6;0;0;13/04/2017;24;7;19;2;3
WO2007053600;4;0;5;46;3;0;2;1;0;31/10/2006;27;1;9;1;5
WO2010151832;7;0;18;20;3;0;2;2;0;25/06/2010;15;1;12;1;6
BR0104555;0;0;19;29;4;1;3;0;0;17/10/2001;31;17;9;5;4
WO2014116588;2;0;20;15;5;0;3;1;0;21/01/2014;12;6;4;1;1
WO2011116185;3;0;18;10;6;0;0;23;0;17/03/2011;17;6;11;4;3
BR7902919;1;0;7;4;5;1;0;0;0;11/05/1979;5;1;1;1;1
BR8300834;3;0;4;8;4;1;0;0;0;22/02/1983;10;5;2;1;1
BR0003463;8;0;0;10;9;1;9;0;0;09/08/2000;3;5;0;0;0
BR0012953;2;0;2;15;2;1;3;0;0;02/08/2000;21;9;2;2;2
BR9904065;1;0;1;6;3;1;5;0;0;02/09/1999;10;5;1;3;1
BR9800437;7;0;0;0;5;1;3;0;0;22/01/1998;2;8;0;0;0
BR112023001818;3;0;136;1;1;1;4;0;0;05/08/2021;7;7;12;4;7
BR8008415;2;0;25;4;1;1;3;0;0;22/12/1980;10;5;1;1;1
BR0009749;5;0;14;6;10;2;8;0;0;28/03/2000;32;23;13;7;4
BR9712807;5;0;5;23;3;2;4;0;0;05/09/1997;48;16;133;4;3
WO2012084691;8;0;13;19;5;0;3;13;0;15/12/2011;13;2;4;1;2
WO2011098551;12;0;19;19;2;1;2;22;0;11/02/2011;27;1;4;1;3
BR9105796;1;0;4;94;3;2;0;0;0;28/06/1991;17;4;2;2;2
BR9807768;3;0;4;8;5;1;4;0;0;21/02/1998;17;3;2;1;1
WO2014158432;3;0;9;3;3;0;2;8;0;17/02/2014;6;1;2;1;1
BR9405906;2;0;31;154;6;2;2;0;0;25/03/1994;46;7;9;5;6
WO2021041141;2;0;15;0;6;0;5;20;0;20/08/2020;7;2;7;1;4
WO2016075353;4;0;10;5;2;1;0;1;0;12/11/2015;11;6;18;2;2
WO2021122971;6;0;29;1;6;1;8;17;0;17/12/2020;23;3;10;1;3
BR9805055;1;0;10;7;3;1;4;0;0;25/11/1998;22;6;2;1;1
WO2015143324;11;0;5;32;3;1;3;4;0;20/03/2015;12;5;7;5;5
WO2012078436;3;0;45;8;5;0;2;2;0;01/12/2011;8;4;5;2;3
WO2010006446;4;0;6;6;4;0;3;5;0;16/07/2009;9;7;6;2;3
WO2012000799;7;0;10;9;6;0;4;15;0;16/06/2011;14;2;4;1;1
BR112022016524;3;0;24;6;0;1;8;0;0;18/02/2021;21;8;15;5;9
BR0107342;6;0;0;0;1;1;2;0;0;24/08/2001;2;2;0;0;0
BR112022019190;5;0;9;2;1;1;6;0;0;24/03/2021;6;4;12;3;5
WO2015053029;3;1;10;1;3;0;5;0;7;09/09/2014;4;4;5;4;3
BR0309836;2;0;1;94;3;3;4;0;0;07/05/2003;25;6;3;2;3
WO2016109590;1;0;28;11;6;1;5;0;0;29/12/2015;13;2;4;2;3
BR7502595;2;0;10;10;1;1;0;0;0;29/04/1975;20;11;5;1;1
WO2012078949;3;0;47;7;4;0;2;100;0;09/12/2011;10;3;6;2;2
BR8004957;2;0;7;9;3;1;0;0;0;07/08/1980;9;5;2;1;1
BR0207372;6;0;26;47;2;1;4;0;0;12/02/2002;24;10;3;5;2
BR8306364;2;0;0;0;7;1;0;0;0;21/11/1983;1;1;1;1;1
WO2011090753;3;0;129;44;5;0;6;23;0;29/12/2010;18;1;7;1;4
BR9809450;3;0;16;11;6;1;2;0;0;20/05/1998;20;6;7;4;4
BR9711430;2;0;6;30;13;2;4;0;0;20/10/1997;24;8;7;1;1
BR8103847;1;0;2;4;2;0;0;0;0;17/06/1981;8;16;15;3;2
WO2019206927;5;0;45;2;4;1;3;39;0;24/04/2019;18;4;9;3;4
WO2016046120;6;0;31;13;4;0;4;0;0;21/09/2015;11;2;6;1;3
WO2019083808;1;0;238;1;9;0;5;88;0;18/10/2018;3;1;5;1;2
WO2012128946;5;0;78;0;3;1;1;193;0;07/03/2012;7;1;3;1;3
WO2013120035;3;0;9;5;4;1;1;1;0;08/02/2013;35;4;6;2;3
BR8008796;2;0;3;2;3;1;0;0;0;10/07/1980;7;6;7;2;2
WO2013119304;3;0;10;6;7;1;6;4;0;21/11/2012;123;3;15;2;5
BR0007264;3;0;16;15;3;2;5;0;0;25/10/2000;34;14;6;6;3
WO2018178674;3;0;40;13;1;2;0;0;0;28/03/2018;27;5;14;1;1
BR9915273;3;0;41;37;5;2;4;0;0;09/11/1999;17;8;2;1;1
BR9807654;3;0;18;19;3;1;6;0;0;27/01/1998;15;5;3;2;1
BR7503847;3;0;3;49;3;1;0;0;0;19/06/1975;40;4;1;1;1
WO2012000823;7;0;10;8;6;0;4;15;0;21/06/2011;13;2;4;1;1
WO2013169706;3;0;49;17;4;0;7;7;0;07/05/2013;17;3;8;2;4
BR0009550;7;0;21;40;11;1;13;0;0;07/04/2000;25;9;6;3;3
WO2014043288;8;0;62;14;5;2;3;28;0;12/09/2013;44;5;17;3;6
BR8602357;1;0;0;0;2;0;0;0;0;22/05/1986;2;2;0;0;0
WO2010005921;2;0;23;18;5;0;4;0;0;07/07/2009;6;3;11;1;1
WO2015174529;2;4;10;2;8;0;6;3;6;15/05/2015;11;3;12;3;5
BR112022015690;8;0;12;3;1;1;1;0;0;06/02/2021;6;2;5;1;2
WO2009099848;4;0;37;12;6;1;3;0;0;29/01/2009;11;3;4;2;2
WO2016145531;6;0;55;21;6;0;4;5;0;16/03/2016;30;7;21;4;6
BR8506004;1;0;18;28;8;2;0;0;0;29/11/1985;18;13;12;2;3
WO2015015100;4;0;30;7;8;1;6;0;0;24/07/2014;15;5;6;1;2
WO2016000834;2;0;13;5;3;2;2;5;0;03/07/2015;13;5;17;3;4
BR112017001641;1;0;10;3;9;1;4;0;0;28/07/2015;14;2;9;2;6
BR112015019777;0;0;12;19;0;2;0;0;0;27/02/2014;11;0;5;0;3
WO2013046624;6;2;13;19;4;0;0;0;5;24/09/2012;9;1;4;1;2
WO2012149275;2;0;38;20;5;0;5;21;0;27/04/2012;8;2;3;1;2
BR9808401;2;0;31;31;3;2;2;0;0;20/03/1998;16;13;9;4;2
WO2015164827;3;0;18;7;3;0;3;1;0;24/04/2015;29;1;5;1;2
