patent_id,ipc_class
BR112017014961,C
BR112017014961,C
BR112017014961,C
BR112017014961,C
WO2007039415,C
BRPI0910297,C
BRPI0910297,C
BRPI0910297,C
BRPI0910297,C
BRPI0910297,C
BR0008404,B
BR0008404,B
BR0008404,B
BR0008404,B
BR0008404,C
BR0008404,C
BR0008404,C
BR0008404,C
BR0008404,C
BR0008404,C
BR0008404,C
BR0008404,C
BRPI0703462,C
BRPI0703462,C
BRPI0703462,A
BRPI0805972,C
BRPI0805972,C
BRPI0805972,C
BRPI0609602,A
BRPI0609602,C
BRPI0609602,C
BRPI0609602,C
BRPI0609602,C
BRPI0609602,C
BR102017022103,C
BR102017022103,C
BR102017022103,B
BR102017022103,B
BR102021020985,C
BRPI0615429,A
BRPI0615429,C
BRPI0615429,C
BRPI0615429,C
BRPI0615429,C
BRPI0615429,C
BR0004481,C
BR0004481,C
BR0004481,C
BR0004481,C
BR0004481,C
BR8602228,C
BR8602228,C
BR8602228,C
BR8602228,C
BR8602228,C
BR8602228,C
BR8602228,C
BR8602228,C
WO2009102256,C
WO2009102256,C
WO2012005246,C
WO2012005246,C
BRPI0800522,C
BR0107918,C
BR0107918,C
BR0107918,C
BR0107918,C
BR0107918,C
BR0107918,C
BR0107918,C
BR0107918,C
BR0107918,C
BR0107918,C
BR0107918,C
BR0107918,C
BR0107918,C
BR0107918,C
BR0107918,C
BR0107918,C
BR9800355,C
BR9800355,C
BR9800355,B
BR9800355,B
BR9800355,B
BR9800355,B
BR9800355,B
BR9800355,C
BR9800355,C
BR9800355,C
BR9800355,C
BR9800355,C
BR9800355,C
BR9800355,C
BR9800355,C
BR9800355,C
BR9800355,C
BR9800355,C
BR0116920,C
BR0116920,C
BR0116920,C
BR0116920,C
BR0116920,C
BR0116920,C
BR0116920,C
BR0116920,C
BR102013032585,C
BR102013032585,C
BR102013032585,C
BR102013032585,C
BR102013032585,C
BR102013032585,C
BR0116869,C
BR0116869,C
BR0116869,B
BR0116869,B
BR0116869,C
BR0116869,C
BR0116869,C
BR0116869,C
BR0116869,C
BR0116869,C
BR0116869,C
BR0116869,C
BR9805156,C
BR9805156,C
BR0306525,C
BR0306525,C
BR0306525,C
BR0306525,C
BR0306525,C
BR0314558,C
BR0314558,C
WO2010124312,C
WO2010124312,C
WO2010124312,C
BR9704382,C
BR9704382,C
BR9704382,C
BR9704382,C
BR9704382,C
BR9704382,C
BR102012020920,C
BR102012020920,C
BR102012020920,C
WO2008112291,C
WO2012175760,C
WO2012175760,C
WO2012175760,C
WO2012175760,C
WO2012175760,C
BR9103116,C
BR9103116,C
BR0302292,C
BR0302292,C
WO2015038781,C
WO2015038781,C
WO2015038781,C
BR8007164,C
BR8007164,C
WO2009035851,C
WO2009035851,C
WO2013046622,C
BR112022011121,C
BR112022011121,C
BR112022011121,C
BR112022011121,C
BR0208110,C
BR0208110,C
BR0208110,C
BR0208110,C
BR0208110,C
BR8003678,C
BR8003678,C
BR0312602,C
BR0312602,C
BR0004706,A
BR0004706,A
BR0004706,A
BR0004706,A
BR0004706,C
BR0004706,C
WO2013033369,C
WO2013033369,C
BR8504354,C
BR8504354,C
BRPI1101721,C
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,A
BR0011522,C
BR0011522,C
BR0011522,C
BR0011522,C
BR0011522,C
BR0011522,C
BR0011522,C
BR0011522,C
BR0011522,C
BR0011522,C
BR0011522,C
BR0011522,C
BR0011522,C
BR0011522,C
BR0011522,C
BR0011522,C
BR0011522,C
BR0114322,A
BR0114322,A
BR0114322,A
BR0114322,A
BR0114322,C
BR0114322,C
BR0114322,C
BR0114322,C
BR0114322,C
BR0114322,C
BR0114322,C
BR0114322,C
BR0114322,C
BR0114322,C
BR102019002908,C
BR102019002908,C
BR102019002908,C
BR102019002908,C
BR102019002908,C
BR102019002908,C
BR102019002908,C
BR102019002908,C
BR102019002908,C
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,A
BR9813266,C
BR9813266,C
BR9813266,C
BR9813266,C
BR9813266,C
BR9813266,C
BR9813266,C
BR9813266,C
BR9813266,C
BR9813266,C
BR9813266,C
BR9813266,C
BR9813266,C
BR9813266,C
BR9813266,C
BR9813266,C
BR9813266,C
BR9813266,C
BR9813266,C
BR9813266,C
BR112022004725,C
BR112022004725,C
BR112022004725,C
BR112022004725,C
BRPI0903452,B
BRPI0903452,C
BRPI0903452,C
BRPI0504376,C
BRPI0504376,C
BRPI0504376,C
BRPI0504376,C
BR112019011523,C
BR112019011523,C
BR112019011523,C
BR112019011523,C
BR112019011523,C
BR102021005566,B
BR102021005566,B
BR102021005566,C
BR102021005566,C
WO2015066778,C
WO2015066778,C
WO2015066778,C
WO2015066778,C
BRPI0610371,C
BRPI0610371,C
BRPI1002909,C
BRPI1002909,C
BRPI1002909,C
BRPI1002909,C
BRPI1002909,C
BRPI1002909,C
BRPI1002909,C
BRPI1002909,C
BRPI1002909,C
BRPI1002909,C
BRPI1002909,C
BRPI1002909,C
BRPI1002909,C
WO2015164270,C
WO2015164270,C
WO2015164270,C
WO2015164270,A
WO2015164270,A
WO2015164270,A
BR8103530,C
BR8103530,C
BR8103530,C
BR8103530,C
BR7905440,C
BR7905440,C
BR7903175,C
BR7903175,C
BR7903175,C
BR7903175,C
BR7903175,C
BR7903175,C
BR7903175,C
WO2015085377,C
WO2015085377,C
WO2015085377,C
WO2015085377,A
WO2015085377,A
BR0006628,A
BR0006628,A
BR0006628,C
BR0006628,C
BR0006628,C
BR0006628,C
WO2017142000,C
WO2017142000,C
WO2017142000,C
WO2017142000,C
WO2017142000,C
WO2017142000,C
WO2017142000,C
BRPI0802559,C
BR102012023398,C
BR102012023398,C
BR102012023398,C
BR9912407,C
BR9912407,C
BR9912407,C
BR9912407,C
BR9912407,C
BR9912407,C
BR9912407,C
BR9912407,C
WO2014041030,C
BR112017005071,C
BRPI1004486,C
BRPI1004486,C
BRPI1004486,C
BRPI0714860,B
BRPI0714860,C
BRPI0714860,C
BRPI0714860,A
BRPI0714860,A
BRPI0621874,C
BRPI0621874,C
BR112012016320,C
BR112012016320,C
BR112012016320,C
BRPI0709946,A
BRPI0709946,C
BRPI0709946,C
WO2009100179,C
WO2009100179,C
BR9712977,C
BR9712977,C
BR9712977,C
BR9712977,C
BR9712977,C
BR9712977,C
BR9712977,C
BR9712977,C
BR9712977,C
BR9712977,C
BR9712977,C
BR9712977,C
BR9712977,C
BR9712977,C
BR9712977,C
BR9712977,C
BR9712977,C
BR112022021655,C
BR112022021655,C
BR112022021655,C
BR112022021655,C
BR112022021655,C
BR112022021655,C
BR112022021655,C
BRPI0700897,C
BRPI0700897,C
WO2019096718,C
WO2019096718,C
WO2010101637,C
WO2010101637,C
WO2010101637,C
WO2010101637,C
WO2010101637,C
WO2012042840,C
WO2012042840,C
BR8302812,C
BR8302812,C
BRPI0803910,C
BRPI0803910,C
BR112022004354,C
BR112022004354,C
BR112022004354,C
BR112022004354,A
BR112022004354,B
BRPI1103673,C
BRPI1103673,C
BRPI1103673,C
BRPI1103673,C
BR112023000395,C
BR112023000395,C
BR112023000395,C
BR112023000395,C
BRMU5901129,B
BRMU5901129,B
BRMU5901129,C
BRMU5901129,C
WO2013127006,C
WO2013127006,B
WO2013127006,C
WO2013127006,C
WO2013127006,C
WO2013127006,C
WO2013127006,C
WO2013127006,C
BRPI0515706,C
BRPI0515706,C
BRPI0515706,C
BRPI0515706,C
BR9815487,C
BR9815487,C
BR9815487,C
BR9815487,C
BR9815487,C
BR9815487,C
BR9815487,C
BR9815487,C
BRPI0709730,C
BRPI0709730,C
BRPI0709730,C
BR102012007049,C
BR102012007049,C
BR102012007049,C
BRPI0905574,C
BRPI0905574,C
BRPI0905574,C
BRPI0905574,C
BR0205671,C
BR0205671,C
BR0205671,C
BR9706136,C
BR9706136,C
BR9706136,C
BR9706136,C
BR9706136,C
BR9706136,C
BR9706136,C
BR9706136,C
BR9706136,C
BR9706136,C
WO2004085652,A
WO2004085652,C
WO2004085652,C
WO2004085652,C
BRPI0516035,C
BRPI0516035,C
BRPI0516035,C
BRPI0516035,C
BR112017022529,C
BR112017022529,C
BR112017022529,C
BR112017022529,C
BR112017022529,C
BR112017022529,D
WO2011159991,C
WO2011159991,C
WO2011159991,C
BR8703664,C
BR8703664,C
BR8703664,C
BR112022013249,C
BR112022013249,C
WO2009060126,C
WO2009060126,C
WO2009060126,C
WO2013181496,C
WO2013181496,C
WO2013181496,C
BR102020024886,C
BR102020024886,C
BR102020024886,C
BR102020024886,C
BR102020024886,C
BR102020024886,C
BR102020024886,C
BR102020024886,C
BR102020024886,C
BR0106237,C
BR0106237,C
BR0009178,C
BR0009178,C
BR0009178,C
BR0009178,C
BR0009178,C
BR0009178,C
BR0009178,C
WO2015139141,C
WO2015139141,C
WO2015139141,C
WO2015139141,C
WO2015139141,C
WO2015139141,D
WO2021184101,C
WO2021184101,C
WO2021184101,C
WO2021184101,A
WO2021184101,A
WO2021184101,C
WO2021184101,C
WO2021184101,A
BRPI0905854,C
BRPI0905854,C
BRPI0905854,C
BRPI0905854,C
BR9300474,C
BR9300474,C
BR9300474,C
BR9300474,C
BR9300474,C
BRPI0613681,C
BRPI0613681,C
BR8006653,C
BR8006653,C
BR0100762,C
BR0100762,C
WO2013044042,C
WO2015005410,C
WO2015005410,C
WO2015005410,C
BR0013396,C
BR0013396,C
BR0013396,C
BR0013396,C
BR0013396,C
BR0013396,C
BR0013396,C
BR0013396,C
BR0013396,C
BR0013396,C
BR0013396,C
BR0013396,C
BR0013396,C
BR0013396,C
BRPI1004075,C
BR102021018966,C
BR102021018966,C
BR102021018966,C
WO2014060673,C
WO2014060673,C
WO2014060673,C
WO2014060673,C
BRPI0702405,C
WO2011063402,C
WO2011063402,C
WO2011063402,C
WO2011063402,C
BRPI0615066,C
BR9804667,C
BR9804667,C
BR9804667,C
BR112016013463,C
WO2007045063,C
WO2007045063,C
WO2007045063,C
WO2007045063,C
WO2007045063,A
WO2007045063,A
WO2007045063,A
BRPI1009179,C
BRPI1009179,C
BR0014631,C
BR0014631,C
BR0014631,C
BR0014631,C
BR0014631,C
BR0014631,C
BR0014631,C
BR0014631,C
BR9913076,A
BR9913076,A
BR9913076,C
BR9913076,C
BR9913076,C
BR9913076,C
BR9913076,C
BR9913076,C
BR9913076,C
BR9913076,C
BR9913076,C
BR9913076,C
BR9913076,C
BR9913076,C
BR9913076,C
BR9913076,C
BR9913076,C
BR9913076,C
BR9913076,C
BR0300170,B
BR0300170,B
BR0300170,B
BR0300170,B
BR0300170,C
BR0300170,C
BR0300170,C
BR0300170,C
BR0300170,C
BR0300170,C
BR0300170,C
BR0300170,C
BR0300170,F
BR0300170,F
BR0300170,F
BR0300170,F
BR0300170,F
BR0300170,F
BR0300170,F
BR0300170,F
BR0300170,F
BR0300170,F
WO2008070561,C
WO2008070561,C
WO2008070561,C
WO2008070561,C
BR9913813,C
BR9913813,C
WO2008080093,C
WO2008080093,C
WO2008080093,C
WO2008080093,C
WO2008080093,C
WO2008080093,C
WO2008080093,C
WO2008080093,C
WO2008080093,C
WO2008080093,C
WO2008080093,C
WO2008080093,A
WO2008080093,C
WO2008080093,A
WO2008080093,A
WO2008080093,A
BRPI0904084,C
BRPI0904084,C
BRPI0904084,C
BRPI0904084,C
WO2009100848,C
WO2009100848,C
WO2009100848,C
WO2010134455,C
WO2010134455,C
WO2010134455,C
WO2010134455,C
WO2014188012,C
WO2014188012,C
WO2014188012,C
WO2014188012,C
WO2014188012,C
WO2017017292,C
WO2017017292,C
WO2014098105,C
WO2014098105,C
WO2014098105,C
WO2014098105,C
WO2014098105,C
WO2014098105,C
WO2010059694,C
BR112016011609,C
BR112016011609,D
WO2015156803,C
BRPI1003290,A
BRPI1003290,C
BRPI1003290,C
BRPI1003290,C
BR102021012388,C
BR102021012388,C
BRPI0400661,C
BRPI0400661,C
BR102019008031,C
BR102019008031,C
BR102019008031,C
BRPI0903048,C
BRPI0903048,C
BRPI0903048,C
BRPI0903048,C
BR112023003525,A
BR112023003525,A
BR112023003525,A
BR112023003525,A
BR112023003525,A
BR112023003525,A
BR112023003525,A
BR112023003525,A
BR112023003525,A
BR112023003525,A
BR112023003525,A
BR112023003525,A
BR112023003525,C
BR112023003525,C
BR112023003525,A
BR112023003525,A
BR112023003525,A
BR112023003525,A
BR112023003525,C
BR112023003525,A
BR8107381,C
BR8107381,C
BR8107381,C
BR8107381,C
BR8107381,C
BR8107381,C
BR8107381,C
BR8107381,C
BRPI0707741,C
BRPI0707741,C
BRPI0707741,C
WO2013142320,C
WO2013142320,C
WO2013142320,C
WO2013142320,C
WO2013142320,C
WO2013142320,C
BR112018012451,A
BR112018012451,C
WO2014015405,C
WO2014015405,C
WO2014015405,C
WO2014056486,C
WO2014056486,C
WO2014056486,C
WO2014056486,C
WO2012003282,A
BR0203580,C
BR0203580,C
WO2013142317,C
WO2013142317,C
WO2013142317,C
WO2013142317,C
WO2013142317,C
WO2013142317,C
WO2022069084,A
WO2022069084,A
WO2022069084,A
WO2022069084,A
WO2022069084,A
WO2022069084,A
WO2022069084,A
WO2022069084,A
WO2022069084,A
WO2022069084,A
WO2022069084,A
WO2022069084,A
WO2022069084,C
WO2022069084,C
WO2022069084,A
WO2022069084,A
WO2022069084,A
WO2022069084,A
WO2022069084,C
WO2022069084,A
BR0010837,C
BR0010837,C
BR0010837,C
BR0010837,C
BR0010837,C
BR0010837,C
BR0010837,C
BR0010837,C
BR0010837,C
BR0010837,C
BR0010837,C
BR8603984,C
BR8603984,C
BR8603984,C
BR8603984,C
BR8603984,C
BR8603984,C
BR0116522,A
BR0116522,A
BR0116522,A
BR0116522,A
BR0116522,A
BR0116522,A
BR0116522,A
BR0116522,A
BR0116522,A
WO2012062338,C
WO2012062338,C
WO2012062338,C
WO2012062338,C
WO2012062338,C
WO2015120859,C
WO2010098408,C
WO2010098408,C
WO2010098408,C
BR112018013770,C
BR112018013770,C
BR112018013770,C
BR132012025497,C
BR132012025497,C
BR132012025497,C
WO2014138594,C
BR8206717,C
BR8206717,C
BR8206717,C
BR8206717,C
BR8206717,C
BR8206717,C
BR8206717,C
BR9813133,C
BR9813133,C
BR9813133,C
BR9813133,C
BR9813133,C
BR9813133,C
BR0301183,C
BR0301183,C
WO2016140721,C
WO2016140721,C
BR102016015521,C
BR102016015521,C
BR102012032659,C
BR102012032659,C
BR102012032659,B
BR0109376,C
BR0109376,C
BR0109376,C
BR0109376,C
BR0109376,C
BR0109376,C
BR0109376,C
WO2014099186,C
WO2014099186,C
WO2014099186,C
BRPI0702235,C
BRPI0702235,B
WO2015157617,C
WO2015157617,C
WO2007100052,B
WO2007100052,B
WO2007100052,B
WO2007100052,C
WO2007100052,C
WO2007100052,C
WO2007100052,C
WO2022091142,C
WO2022091142,C
WO2022091142,C
WO2008115242,C
WO2008115242,C
BR8102291,C
BR8102291,C
BR8102291,C
BR8102291,C
BR112022014497,C
BR112022014497,C
WO2014041344,C
WO2014041344,C
WO2014041344,C
WO2014041344,C
WO2014041344,C
WO2014041344,C
WO2014041344,C
WO2014041344,C
WO2014041344,C
WO2014041344,C
WO2008011598,C
WO2008011598,C
WO2010121348,C
WO2010121348,C
WO2010121348,C
WO2010121348,C
WO2010121348,C
BR8901034,E
BR8901034,E
BR8901034,C
BR8901034,C
BR8901034,C
BR8901034,C
BR8901034,C
BR8901034,C
BR8901034,C
BR8901034,C
BR8901034,C
BR8901034,C
WO2018192952,C
WO2018192952,C
BR7902520,C
BR7902520,C
BRPI0702186,A
BRPI0702186,A
BRPI0702186,A
BRPI0702186,A
BRPI0702186,A
BRPI0702186,A
BRPI0702186,A
BRPI0702186,A
BRPI0702186,C
BRPI0702186,C
WO2014170330,C
WO2021183357,C
WO2021183357,C
WO2013166225,C
WO2013166225,C
WO2013166225,C
BRPI0906455,C
BRPI0906455,C
BRPI0906455,C
BRPI0906455,C
BRPI0906455,C
BRPI0906455,C
BRPI0906455,C
BR9708390,C
BR9708390,C
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,A
BR9708390,C
BR9708390,C
BR9708390,C
BR9708390,C
BR9708390,D
BR9708390,D
BR9708390,G
BR9708390,G
BR9708390,G
BR9708390,G
BR9708390,G
BR9708390,G
BR9708390,G
BR9708390,G
WO2013114282,C
WO2013114282,A
WO2013114282,A
WO2013114282,A
WO2013114282,C
WO2013114282,A
WO2013114282,A
BR7603007,C
BR7603007,C
WO2006131643,A
WO2006131643,C
WO2006131643,C
WO2006131643,C
WO2006131643,C
WO2006131643,A
WO2006131643,A
WO2006131643,C
WO2010076183,A
WO2010076183,A
WO2010076183,C
WO2010076183,A
WO2010076183,A
WO2012122613,C
BRPI0605344,B
BRPI0605344,B
BRPI0605344,B
BRPI0605344,B
BRPI0605344,C
BRPI0605344,C
BR102022005698,C
BR102022005698,D
BR102022005698,C
BR102022005698,C
BR102022005698,C
WO2011086244,C
WO2011086244,C
WO2011086244,C
BRPI0904763,C
BRPI0904763,C
BRPI0904763,C
BRPI0712160,C
BRPI0712160,C
BRPI0712160,C
BRPI0712160,G
BRPI0712160,C
WO2014015491,C
WO2014015491,C
WO2014015491,C
WO2014015491,C
WO2014015491,C
BRPI0514479,C
BRPI0514479,C
BR8500275,C
BR8500275,C
BR8500275,C
BRPI0616210,C
BRPI0616210,C
WO2022094532,A
WO2022094532,C
WO2022094532,A
BR8102808,C
BR8102808,C
BR8102808,C
BR8102808,C
BR8102808,C
BR8102808,C
BR8102808,C
BR8102808,C
BR8102808,C
BR8102808,C
BR8102808,C
BR8102808,C
BR8102808,C
BR8102808,C
BR8102808,C
BR8102808,C
BR8102808,C
WO2010131829,C
WO2010131829,C
WO2007028804,C
WO2007028804,C
WO2007028804,C
WO2020109268,A
WO2020109268,C
WO2020109268,C
WO2013096693,C
WO2021058808,C
WO2021058808,C
WO2021058808,C
WO2021058808,C
BR0207857,C
BR0207857,C
BR0207857,C
BR0207857,C
BR0207857,C
BR0207857,C
BR0105888,C
BR0105888,C
BR0105888,C
BR0105888,C
WO2009124072,D
WO2009124072,C
WO2009124072,C
WO2009124072,C
WO2009124072,C
WO2009124072,C
WO2021058805,C
WO2021058805,C
WO2021058805,C
WO2021058805,C
WO2009100042,C
BRPI0804435,C
BRPI0804435,C
BRPI0804435,C
WO2014068213,C
WO2014068213,C
WO2014068213,C
WO2014068213,C
WO2014068213,C
BR9812267,C
BR9812267,C
BR9812267,C
BR9812267,C
BR9812267,C
BR9812267,C
BR9812267,C
BR9812267,C
BR9812267,C
BR9812267,C
BR9812267,C
BR9812267,C
BR9812267,C
BR9812267,C
BR9812267,C
BR9812267,C
BR9812267,C
WO2015164058,C
WO2015164058,C
