patent_id,ipc_class
BRPI1001144,A23K
BRPI1001144,C12N
BRPI1001144,C12R
BRPI1001144,C12R
BRPI1001144,A23L
BR102012026872,C12N
BR102012026872,C12R
BR102012026872,C12N
BRPI0622271,C12P
BRPI0622271,C13K
BRPI0903040,C12P
BRPI0903040,C12R
BRPI0903040,C12R
BRPI0903040,C12R
BRPI0903040,C12P
BRPI0804753,C10L
BR102021003691,C12P
BR102021003691,C12Q
BR102021003691,C12N
BR102021003691,C12R
BR102021003691,C12R
WO2011048238,A01G
WO2011048238,C12G
WO2011048238,C12N
WO2011048238,C12G
BR112018074366,C10G
BR112018074366,C10L
BR112018074366,C10B
BR112018074366,C10B
BR112018074366,C11B
BR0301912,A61F
BR0301912,A61F
BR0301912,C12P
BR0301912,C12P
BR0103326,C12N
BR0103326,C12N
BR0103326,C12R
BR0103326,C12R
WO2014106220,C12P
WO2014106220,C12P
WO2014106220,C12P
WO2015039065,C13B
WO2015039065,C13B
WO2015039065,C12P
WO2015019362,C12P
WO2015019362,C12P
WO2015019362,C12M
BR102012023582,C12N
BR102012023582,C12N
BR102014031211,C12P
BR102014031211,C13K
BR102014031211,C12N
BR102014031211,C13B
BR102014031211,C12R
WO2019124143,C12P
WO2019124143,C12P
WO2019124143,C12N
BR112016021699,C12P
BR112016021699,C12P
BR112016021699,C12P
BR112016021699,C12P
BR112016021699,C12P
BR112016021699,D21C
WO2015138260,C08B
WO2015138260,C08B
WO2015138260,C12P
WO2011070445,C10L
WO2011070445,C07C
WO2011070445,B01J
BRPI0800147,C10L
BR0212170,A01H
BR0212170,A01H
BR0212170,A01H
BR0212170,A01H
BR0212170,A01H
BR0212170,A01H
BR0212170,A23L
BR0212170,A23L
BR0212170,C07H
BR0212170,C07H
BR0212170,C07H
BR0212170,C08B
BR0212170,C08B
BR0212170,C08B
BR0212170,C08B
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12N
BR0212170,C12P
BR0212170,C12P
BR0212170,C12P
BR0212170,C12P
BR0212170,C12P
BR0212170,C12P
BRPI0802522,C12N
WO2016070258,C12N
WO2016070258,C12N
WO2016070258,C12N
WO2016070258,C12N
WO2016070258,C12N
WO2016070258,C12P
WO2016070258,C12P
WO2008095033,C07K
WO2008095033,C12N
WO2008095033,A61K
BR0113263,C12P
BR0113263,C12P
BR0113263,C12P
BR0113263,C13K
BR0113263,C13K
BR112014032455,C12P
BRPI0706170,C12P
BRPI0706170,C10L
BRPI0706170,C11C
BRPI0706170,C11B
BRPI0706170,C12R
BRPI0706170,C12R
BRPI0706170,C12R
BRPI0706170,C12R
BRPI0706170,C12R
BRPI0706170,C12R
WO2009116070,C12P
BRC10705520,C12P
BRC10705520,C12P
BRC10705520,C12S
BRC10705520,C10L
BRC10705520,C12R
BRC10705520,C12F
WO2016065453,C12N
WO2016065453,C12N
WO2016065453,C12N
WO2016065453,C12N
WO2016065453,C12N
WO2016065453,C12P
WO2016065453,C12P
BR102021010467,C12P
BR102021010467,C12P
BR102021010467,C12N
BR102021010467,B29C
BR0313272,C12P
BR0313272,C12P
BR0313272,C13K
BR0313272,C13K
BR0215051,C05F
BR0215051,C05F
BR0215051,C12P
BR0215051,C12P
WO2011153516,C12N
WO2011153516,C12N
BR102022003667,C10L
BR102022003667,C10L
BR102022003667,C10L
BR102022003667,C10L
BR102022003667,C10L
BRPI0615697,C12P
BRPI0615697,C12P
BRPI0615697,C12P
BR102021004001,C10L
BR102021004001,C10L
BR102021004001,C10L
WO2010039971,C07C
WO2010039971,C12P
BR102021024740,C12P
BR102021024740,C12R
BR8007603,C12P
BR8007603,C12P
BR102020025293,G16B
BR102020025293,C12Q
BR102020025293,C12N
BR0303645,C12P
BR0303645,C12P
BRPI0705073,C01B
BRPI0705073,C10L
BRPI0705073,C09C
WO2016140742,A01N
WO2016140742,C12P
WO2016140742,C07K
BR102013022434,C12P
BR102013022434,C12P
BR102013022434,C12P
WO2015188244,C12N
WO2015188244,C12N
WO2015188244,C12P
BRPI1002583,C07C
BR0306946,C12N
BR0306946,C12N
BR0306946,C12N
BR0306946,C12N
BR0306946,C12N
BR0306946,C12N
BR0306946,C12P
BR0306946,C12P
BR0306946,C12Q
BR0306946,C12Q
BR0306946,C12S
BR0306946,C12S
BR0009293,C12M
BR0009293,C12M
BR0009293,A01G
BR0009293,A01G
BR0009293,C12M
BR0009293,C12M
BR0009293,C12M
BR0009293,C12M
BR0009293,C12N
BR0009293,C12N
BR112022005525,C07C
BR112022005525,C07C
BR112022005525,C07C
BR112022005525,C08H
BR112022005520,C07C
BR112022005520,C07C
BR112022005520,C07C
BR112022005520,C08H
WO2009044868,C12N
WO2009044868,C12N
WO2009044868,C12N
WO2009044868,C12P
WO2009044868,C12R
BR9706137,C07C
BR9706137,C07C
BR9706137,C10J
BR9706137,C10J
BR9706137,C12P
BR9706137,C12P
BR9706137,C12P
BR9706137,C12P
BR9706137,C12P
BR9706137,C12P
WO2015155788,C12N
BR0103200,C10L
BR0103200,C10L
BR1100711,B01J
BR1100711,C07B
BR1100711,C07C
BR1100711,C10L
BR102021008718,C12P
BR0100470,C12N
BR0100470,C12N
BR0100470,C12N
BR0100470,C12N
BR0100470,C12N
BR0100470,C12N
BR8000652,C12P
BR8000652,C12P
BRPI0705512,C07K
BRPI0705512,C07K
BRPI0705512,C07K
BRPI0705512,C12P
BRPI0705512,C12F
BRPI0705512,C12S
BR112013004948,C12N
BR112013004948,A01H
BRPI0505299,C12P
BRPI0505299,C12P
BR0010998,C12N
BR0010998,C12N
BR0010998,C12N
BR0010998,C12N
BR0010998,C12N
BR0010998,C12N
BR0010998,C12N
BR0010998,C12N
BR0010998,C12N
BR0010998,C12N
BR0010998,C12N
BR0010998,C12N
BR0010998,C12N
BR0010998,C12N
BR0010998,C12R
BR0010998,C12R
BR0010998,C12S
BR0010998,C12S
BR122022015725,C12N
BR122022015725,C12N
BR122022004520,C12N
BR122022004520,C12N
WO2013050509,C12N
WO2013050509,C12P
WO2013050509,C12Q
BR112022014470,C07C
BR112022014470,C07C
WO2013131161,C10L
WO2013131161,B01J
WO2013131161,C05F
BR0005520,B01J
BR0005520,B01J
BR0005520,B01J
BR0005520,C10C
BR0005520,C10C
BR0005520,C10C
BR0005520,C10L
BR0005520,C10L
BR0005520,C10L
BR112017014961,C10G
BR112017014961,C10L
BR112017014961,C10L
BR112017014961,C10G
WO2007039415,C12P
BRPI0910297,C07C
BRPI0910297,C07C
BRPI0910297,C07C
BRPI0910297,C07C
BRPI0910297,C10L
BR0008404,B01J
BR0008404,B01J
BR0008404,B01J
BR0008404,B01J
BR0008404,C07C
BR0008404,C07C
BR0008404,C07C
BR0008404,C07C
BR0008404,C07C
BR0008404,C07C
BR0008404,C07C
BR0008404,C07C
BRPI0703462,C10L
BRPI0703462,C10L
BRPI0703462,A01F
BRPI0805972,C07H
BRPI0805972,C12P
BRPI0805972,C12R
BRPI0609602,A01H
BRPI0609602,C12Q
BRPI0609602,C07H
BRPI0609602,C12N
BRPI0609602,C12N
BRPI0609602,C12N
BR102017022103,C07C
BR102017022103,C10L
BR102017022103,B01J
BR102017022103,B01J
BR102021020985,C12N
BRPI0615429,A01H
BRPI0615429,C07H
BRPI0615429,C12N
BRPI0615429,C12N
BRPI0615429,C12N
BRPI0615429,C12Q
BR0004481,C12N
BR0004481,C12N
BR0004481,C12P
BR0004481,C12P
BR0004481,C12R
BR8602228,C12P
BR8602228,C12P
BR8602228,C12P
BR8602228,C12P
BR8602228,C13K
BR8602228,C13K
BR8602228,C21C
BR8602228,C21C
WO2009102256,C12P
WO2009102256,C12P
WO2012005246,C12M
WO2012005246,C12P
BRPI0800522,C10L
BR0107918,C12N
BR0107918,C12N
BR0107918,C07H
BR0107918,C07H
BR0107918,C07H
BR0107918,C07H
BR0107918,C12N
BR0107918,C12N
BR0107918,C12N
BR0107918,C12N
BR0107918,C12N
BR0107918,C12N
BR0107918,C12N
BR0107918,C12N
BR0107918,C12P
BR0107918,C12P
BR9800355,C07H
BR9800355,C07H
BR9800355,B01J
BR9800355,B01J
BR9800355,B01J
BR9800355,B01J
BR9800355,B01J
BR9800355,C07B
BR9800355,C07B
BR9800355,C07C
BR9800355,C07C
BR9800355,C07C
BR9800355,C07C
BR9800355,C07C
BR9800355,C07H
BR9800355,C07H
BR9800355,C07H
BR9800355,C07H
BR0116920,C07B
BR0116920,C07B
BR0116920,C07C
BR0116920,C07C
BR0116920,C07C
BR0116920,C07C
BR0116920,C07C
BR0116920,C07C
BR102013032585,C12P
BR102013032585,C12P
BR102013032585,C12P
BR102013032585,C12R
BR102013032585,C12R
BR102013032585,C12R
BR0116869,C12N
BR0116869,C12N
BR0116869,B09B
BR0116869,B09B
BR0116869,C08B
BR0116869,C08B
BR0116869,C08H
BR0116869,C08H
BR0116869,C08L
BR0116869,C08L
BR0116869,C13K
BR0116869,C13K
BR9805156,C10L
BR9805156,C10L
BR0306525,C12N
BR0306525,C12N
BR0306525,C12P
BR0306525,C12P
BR0306525,C12R
BR0314558,C12N
BR0314558,C12N
WO2010124312,C12P
WO2010124312,C12P
WO2010124312,C12P
BR9704382,C07C
BR9704382,C07C
BR9704382,C07C
BR9704382,C07C
BR9704382,C12F
BR9704382,C12F
BR102012020920,C12M
BR102012020920,C12P
BR102012020920,C12P
WO2008112291,C12P
WO2012175760,C12N
WO2012175760,C07K
WO2012175760,C12P
WO2012175760,C12P
WO2012175760,C12P
BR9103116,C12P
BR9103116,C12P
BR0302292,C10L
BR0302292,C10L
WO2015038781,C10L
WO2015038781,C12M
WO2015038781,C12P
BR8007164,C12P
BR8007164,C12P
WO2009035851,C07C
WO2009035851,C07C
WO2013046622,C12P
BR112022011121,C12P
BR112022011121,C12P
BR112022011121,C12P
BR112022011121,C12N
BR0208110,C12N
BR0208110,C12N
BR0208110,C12P
BR0208110,C12P
BR0208110,C12R
BR8003678,C12P
BR8003678,C12P
BR0312602,C12N
BR0312602,C12N
BR0004706,A01H
BR0004706,A01H
BR0004706,A01H
BR0004706,A01H
BR0004706,C12N
BR0004706,C12N
WO2013033369,C07H
WO2013033369,C12N
BR8504354,C12P
BR8504354,C12P
BRPI1101721,C12P
BR0011522,A61P
BR0011522,A61P
BR0011522,A61K
BR0011522,A61K
BR0011522,A61K
BR0011522,A61K
BR0011522,A61K
BR0011522,A61K
BR0011522,A61K
BR0011522,A61K
BR0011522,A61P
BR0011522,A61P
BR0011522,A61P
BR0011522,A61P
BR0011522,A61P
BR0011522,A61P
BR0011522,A61P
BR0011522,A61P
BR0011522,A61P
BR0011522,A61P
BR0011522,A61P
BR0011522,A61P
BR0011522,A61P
BR0011522,A61P
BR0011522,A61P
BR0011522,A61P
BR0011522,A61P
BR0011522,C07C
BR0011522,C07C
BR0011522,C07C
BR0011522,C07C
BR0011522,C07C
BR0011522,C07C
BR0011522,C07C
BR0011522,C07C
BR0011522,C07C
BR0011522,C07C
BR0011522,C07C
BR0011522,C07C
BR0011522,C07C
BR0011522,C07C
BR0011522,C07C
BR0011522,C07C
BR0011522,C07C
BR0114322,A01H
BR0114322,A01H
BR0114322,A01N
BR0114322,A01N
BR0114322,C12N
BR0114322,C12N
BR0114322,C12N
BR0114322,C12N
BR0114322,C12N
BR0114322,C12N
BR0114322,C12N
BR0114322,C12N
BR0114322,C12N
BR0114322,C12N
BR102019002908,C10G
BR102019002908,C10L
BR102019002908,C08K
BR102019002908,C07C
BR102019002908,C07C
BR102019002908,C07C
BR102019002908,C07C
BR102019002908,C07C
BR102019002908,C10L
BR9813266,A23G
BR9813266,A23G
BR9813266,A23K
BR9813266,A23K
BR9813266,A61K
BR9813266,A61K
BR9813266,A61K
BR9813266,A61K
BR9813266,A61K
BR9813266,A61K
BR9813266,A61K
BR9813266,A61K
BR9813266,A61K
BR9813266,A61K
BR9813266,A61K
BR9813266,A61K
BR9813266,A61K
BR9813266,A61K
BR9813266,A61Q
BR9813266,A61Q
BR9813266,A61Q
BR9813266,A61Q
BR9813266,A61Q
BR9813266,A61Q
BR9813266,A61Q
BR9813266,A61Q
BR9813266,A61Q
BR9813266,A61Q
BR9813266,A61Q
BR9813266,A61Q
BR9813266,C11D
BR9813266,C11D
BR9813266,C11D
BR9813266,C11D
BR9813266,C12N
BR9813266,C12N
BR9813266,C12N
BR9813266,C12N
BR9813266,C12N
BR9813266,C12N
BR9813266,C12N
BR9813266,C12N
BR9813266,C12N
BR9813266,C12N
BR9813266,C12N
BR9813266,C12N
BR9813266,C12N
BR9813266,C12N
BR9813266,C12N
BR9813266,C12N
BR112022004725,C07C
BR112022004725,C07C
BR112022004725,C08G
BR112022004725,C11D
BRPI0903452,B01J
BRPI0903452,C07C
BRPI0903452,C10L
BRPI0504376,C12P
BRPI0504376,C12P
BRPI0504376,C12P
BRPI0504376,C12P
BR112019011523,C07C
BR112019011523,C07C
BR112019011523,C07C
BR112019011523,C07C
BR112019011523,C07C
BR102021005566,B01J
BR102021005566,B01J
BR102021005566,C07C
BR102021005566,C10L
WO2015066778,C07C
WO2015066778,C07C
WO2015066778,C07C
WO2015066778,C12P
BRPI0610371,C13K
BRPI0610371,C12P
BRPI1002909,C10L
BRPI1002909,C10L
BRPI1002909,C10L
BRPI1002909,C10L
BRPI1002909,C10L
BRPI1002909,C10L
BRPI1002909,C10L
BRPI1002909,C10L
BRPI1002909,C10L
BRPI1002909,C10L
BRPI1002909,C10L
BRPI1002909,C10L
BRPI1002909,C10L
WO2015164270,C12N
WO2015164270,C12P
WO2015164270,C12P
WO2015164270,A23L
WO2015164270,A23L
WO2015164270,A23L
BR8103530,C12P
BR8103530,C12P
BR8103530,C12P
BR8103530,C12P
BR7905440,C12P
BR7905440,C12P
BR7903175,C12N
BR7903175,C12N
BR7903175,C12M
BR7903175,C12M
BR7903175,C12M
BR7903175,C12P
BR7903175,C12P
WO2015085377,C07C
WO2015085377,C07C
WO2015085377,C07C
WO2015085377,A01N
WO2015085377,A01N
BR0006628,A23K
BR0006628,A23K
BR0006628,C05F
BR0006628,C05F
BR0006628,C12P
BR0006628,C12P
WO2017142000,C07C
WO2017142000,C07C
WO2017142000,C07C
WO2017142000,C07D
WO2017142000,C13K
WO2017142000,C07B
WO2017142000,C12P
BRPI0802559,C12P
BR102012023398,C07C
BR102012023398,C07C
BR102012023398,C07C
BR9912407,C12N
BR9912407,C12N
BR9912407,C12N
BR9912407,C12N
BR9912407,C12N
BR9912407,C12N
BR9912407,C12N
BR9912407,C12N
WO2014041030,C12N
BR112017005071,C12P
BRPI1004486,C12P
BRPI1004486,C12P
BRPI1004486,C12Q
BRPI0714860,B09B
BRPI0714860,C10L
BRPI0714860,C10L
BRPI0714860,A61L
BRPI0714860,A61L
BRPI0621874,C12P
BRPI0621874,C12N
BR112012016320,C12N
BR112012016320,C12P
BR112012016320,C12P
BRPI0709946,A61K
BRPI0709946,C12N
BRPI0709946,C12P
WO2009100179,C12P
WO2009100179,C12P
BR9712977,C10M
BR9712977,C10M
BR9712977,C10L
BR9712977,C10L
BR9712977,C10L
BR9712977,C10L
BR9712977,C10M
BR9712977,C10M
BR9712977,C10M
BR9712977,C10M
BR9712977,C10M
BR9712977,C10M
BR9712977,C10M
BR9712977,C10M
BR9712977,C10M
BR9712977,C10M
BR9712977,C10N
BR112022021655,C12P
BR112022021655,C08H
BR112022021655,C10L
BR112022021655,C12P
BR112022021655,C12P
BR112022021655,C12P
BR112022021655,C12P
BRPI0700897,C10L
BRPI0700897,C10L
WO2019096718,C07K
WO2019096718,C12N
WO2010101637,C07C
WO2010101637,C07C
WO2010101637,C07C
WO2010101637,C07C
WO2010101637,C07C
WO2012042840,C12P
WO2012042840,C13K
BR8302812,C12P
BR8302812,C12P
BRPI0803910,C10L
BRPI0803910,C10L
BR112022004354,C12P
BR112022004354,C12P
BR112022004354,C12P
BR112022004354,A23K
BR112022004354,B01D
BRPI1103673,C07H
BRPI1103673,C12N
BRPI1103673,C12N
BRPI1103673,C12N
BR112023000395,C12P
BR112023000395,C07H
BR112023000395,C12P
BR112023000395,C12P
BRMU5901129,B01D
BRMU5901129,B01D
BRMU5901129,C07C
BRMU5901129,C07C
WO2013127006,C07C
WO2013127006,B01J
WO2013127006,C07C
WO2013127006,C07C
WO2013127006,C07C
WO2013127006,C07C
WO2013127006,C07C
WO2013127006,C13K
BRPI0515706,C12N
BRPI0515706,C12N
BRPI0515706,C12N
BRPI0515706,C12N
BR9815487,C12N
BR9815487,C12N
BR9815487,C12N
BR9815487,C12N
BR9815487,C12N
BR9815487,C12N
BR9815487,C12N
BR9815487,C12N
BRPI0709730,C07C
BRPI0709730,C07C
BRPI0709730,C07C
BR102012007049,C07C
BR102012007049,C07C
BR102012007049,C07C
BRPI0905574,C10L
BRPI0905574,C10L
BRPI0905574,C10L
BRPI0905574,C10L
BR0205671,C12P
BR0205671,C12P
BR0205671,C12P
BR9706136,C07C
BR9706136,C07C
BR9706136,C10J
BR9706136,C10J
BR9706136,C12P
BR9706136,C12P
BR9706136,C12P
BR9706136,C12P
BR9706136,C12P
BR9706136,C12P
WO2004085652,A01H
WO2004085652,C12C
WO2004085652,C12N
WO2004085652,C12Q
BRPI0516035,C13K
BRPI0516035,C13K
BRPI0516035,C12P
BRPI0516035,C12P
BR112017022529,C13K
BR112017022529,C01B
BR112017022529,C01B
BR112017022529,C01B
BR112017022529,C07C
BR112017022529,D21C
WO2011159991,C12P
WO2011159991,C11C
WO2011159991,C07C
BR8703664,C07C
BR8703664,C07C
BR8703664,C07C
BR112022013249,C12P
BR112022013249,C12M
WO2009060126,C13K
WO2009060126,C12P
WO2009060126,C12P
WO2013181496,C12P
WO2013181496,C12P
WO2013181496,C12C
BR102020024886,C08B
BR102020024886,C12N
BR102020024886,C12N
BR102020024886,C12N
BR102020024886,C08H
BR102020024886,C08L
BR102020024886,C08B
BR102020024886,C07B
BR102020024886,C07G
BR0106237,C10L
BR0106237,C10L
BR0009178,C12P
BR0009178,C12P
BR0009178,C12P
BR0009178,C12P
BR0009178,C12P
BR0009178,C12P
BR0009178,C12R
WO2015139141,C12P
WO2015139141,C12P
WO2015139141,C12P
WO2015139141,C12P
WO2015139141,C12P
WO2015139141,D21C
WO2021184101,C12Q
WO2021184101,C12N
WO2021184101,C12N
WO2021184101,A01H
WO2021184101,A01H
WO2021184101,C12Q
WO2021184101,C12Q
WO2021184101,A23L
BRPI0905854,C10L
BRPI0905854,C10L
BRPI0905854,C10L
BRPI0905854,C10L
BR9300474,C12N
BR9300474,C12N
BR9300474,C12P
BR9300474,C12P
BR9300474,C12P
BRPI0613681,C13K
BRPI0613681,C12P
BR8006653,C12P
BR8006653,C12P
BR0100762,C12P
BR0100762,C12P
WO2013044042,C12P
WO2015005410,C12P
WO2015005410,C12P
WO2015005410,C12P
BR0013396,C07B
BR0013396,C07B
BR0013396,C07C
BR0013396,C07C
BR0013396,C07C
BR0013396,C07C
BR0013396,C07C
BR0013396,C10G
BR0013396,C10G
BR0013396,C10L
BR0013396,C10L
BR0013396,C11C
BR0013396,C11C
BR0013396,C11C
BRPI1004075,C10L
BR102021018966,C10L
BR102021018966,C10L
BR102021018966,C10L
WO2014060673,C12P
WO2014060673,C12P
WO2014060673,C12P
WO2014060673,C12P
BRPI0702405,C12P
WO2011063402,C12P
WO2011063402,C07C
WO2011063402,C12N
WO2011063402,C07C
BRPI0615066,C12N
BR9804667,C07C
BR9804667,C07C
BR9804667,C07C
BR112016013463,C12P
WO2007045063,C12N
WO2007045063,C12N
WO2007045063,C12N
WO2007045063,C12N
WO2007045063,A01H
WO2007045063,A01H
WO2007045063,A01H
BRPI1009179,C07B
BRPI1009179,C10L
BR0014631,C09K
BR0014631,C09K
BR0014631,C10G
BR0014631,C10G
BR0014631,C10L
BR0014631,C10L
BR0014631,C10L
BR0014631,C10L
BR9913076,A01H
BR9913076,A01H
BR9913076,C07K
BR9913076,C07K
BR9913076,C07K
BR9913076,C07K
BR9913076,C12N
BR9913076,C12N
BR9913076,C12N
BR9913076,C12N
BR9913076,C12N
BR9913076,C12N
BR9913076,C12N
BR9913076,C12N
BR9913076,C12N
BR9913076,C12N
BR9913076,C12P
BR9913076,C12P
BR9913076,C12R
BR0300170,B01D
BR0300170,B01D
BR0300170,B01D
BR0300170,B01D
BR0300170,C02F
BR0300170,C02F
BR0300170,C07B
BR0300170,C07B
BR0300170,C07B
BR0300170,C07B
BR0300170,C07C
BR0300170,C07C
BR0300170,F23G
BR0300170,F23G
BR0300170,F23G
BR0300170,F23G
BR0300170,F23G
BR0300170,F23G
BR0300170,F23G
BR0300170,F23G
BR0300170,F23G
BR0300170,F23G
WO2008070561,C12P
WO2008070561,C12P
WO2008070561,C12P
WO2008070561,C12P
BR9913813,C07C
BR9913813,C07C
WO2008080093,C12N
WO2008080093,C12P
WO2008080093,C12N
WO2008080093,C12Q
WO2008080093,C12N
WO2008080093,C12N
WO2008080093,C12N
WO2008080093,C12N
WO2008080093,C12P
WO2008080093,C12P
WO2008080093,C07H
WO2008080093,A61K
WO2008080093,C12C
WO2008080093,A21D
WO2008080093,A01K
WO2008080093,A01H
BRPI0904084,C12P
BRPI0904084,C12P
BRPI0904084,C12S
BRPI0904084,C12R
WO2009100848,C10L
WO2009100848,C10L
WO2009100848,C10L
WO2010134455,C12P
WO2010134455,C12P
WO2010134455,C12R
WO2010134455,C12R
WO2014188012,C12N
WO2014188012,C12P
WO2014188012,C12P
WO2014188012,C12P
WO2014188012,C12N
WO2017017292,C12N
WO2017017292,C12P
WO2014098105,C07C
WO2014098105,C07C
WO2014098105,C07C
WO2014098105,C07C
WO2014098105,C07C
WO2014098105,C07C
WO2010059694,C10L
BR112016011609,C12N
BR112016011609,D21C
WO2015156803,C07C
BRPI1003290,A23K
BRPI1003290,C05F
BRPI1003290,C05F
BRPI1003290,C12P
BR102021012388,C12P
BR102021012388,C12R
BRPI0400661,C10L
BRPI0400661,C10L
BR102019008031,C12N
BR102019008031,C12R
BR102019008031,C12R
BRPI0903048,C12P
BRPI0903048,C12R
BRPI0903048,C12R
BRPI0903048,C12R
BR112023003525,A23L
BR112023003525,A23J
BR112023003525,A23J
BR112023003525,A23K
BR112023003525,A23K
BR112023003525,A23K
BR112023003525,A23K
BR112023003525,A23K
BR112023003525,A23K
BR112023003525,A23K
BR112023003525,A23L
BR112023003525,A23L
BR112023003525,C12N
BR112023003525,C12P
BR112023003525,A23K
BR112023003525,A23K
BR112023003525,A23L
BR112023003525,A23L
BR112023003525,C12N
BR112023003525,A23K
BR8107381,C07C
BR8107381,C07C
BR8107381,C07C
BR8107381,C07C
BR8107381,C07C
BR8107381,C10L
BR8107381,C10L
BR8107381,C10L
BRPI0707741,C07C
BRPI0707741,C07C
BRPI0707741,C07D
WO2013142320,C12P
WO2013142320,C12P
WO2013142320,C12P
WO2013142320,C12P
WO2013142320,C08B
WO2013142320,C10L
BR112018012451,A01N
BR112018012451,C12N
WO2014015405,C12N
WO2014015405,C12P
WO2014015405,C12M
WO2014056486,C07C
WO2014056486,C07C
WO2014056486,C07C
WO2014056486,C13K
WO2012003282,A23B
BR0203580,C12P
BR0203580,C12P
WO2013142317,C12P
WO2013142317,C12P
WO2013142317,C12P
WO2013142317,C08B
WO2013142317,C10L
WO2013142317,C05F
WO2022069084,A23L
WO2022069084,A23J
WO2022069084,A23J
WO2022069084,A23K
WO2022069084,A23K
WO2022069084,A23K
WO2022069084,A23K
WO2022069084,A23K
WO2022069084,A23K
WO2022069084,A23K
WO2022069084,A23L
WO2022069084,A23L
WO2022069084,C12N
WO2022069084,C12P
WO2022069084,A23K
WO2022069084,A23K
WO2022069084,A23L
WO2022069084,A23L
WO2022069084,C12N
WO2022069084,A23K
BR0010837,C07D
BR0010837,C07D
BR0010837,C07B
BR0010837,C07B
BR0010837,C07C
BR0010837,C07C
BR0010837,C07C
BR0010837,C07C
BR0010837,C07C
BR0010837,C07D
BR0010837,C07D
BR8603984,C08B
BR8603984,C08B
BR8603984,C12P
BR8603984,C12P
BR8603984,C13K
BR8603984,C13K
BR0116522,A21D
BR0116522,A21D
BR0116522,A23B
BR0116522,A23B
BR0116522,A23L
BR0116522,A23L
BR0116522,A23L
