promising_patent_id
WO2013142934
BR128727434
BR128727368
BR6226358
BR6226357
WO2015135046
BR6258927
BR6244936
BR6278504
BR6277081
BR29918485
BR377394844
BR6279439
BR128728227
BR6259018
BR193338366
BR6312614
BR383977736
BR6259839
BR6182624
BR6239098
BR372571061
BR372572048
BR6274293
BR128742198
BR225261278
BR368143574
BR6275960
BR375232424
BR29923513
BR29921856
BR6378674
BR30788447
BR128738958
BR29928809
BR29920032
BR6380228
BR373259931
WO2011048238
BR244941593
BR6297164
BR6248322
WO2014106220
WO2015039065
WO2015019362
BR128740949
BR174174995
WO2019124143
BR219405246
WO2015138260
WO2011070445
BR6372395
BR6296257
BR6373355
WO2016070258
WO2008095033
BR6274294
BR200867617
BR6378595
WO2009116070
BR6365195
WO2016065453
BR344269391
BR6303497
BR6286094
WO2011153516
BR397447032
BR76645128
BR374027013
WO2010039971
BR374027062
BR6001307
BR368141197
BR6298031
BR6371663
WO2016140742
BR153391877
WO2015188244
BR30788506
BR6299645
BR6221642
BR368142988
BR368142985
WO2009044868
BR6177194
WO2015155788
BR6248254
BR90369244
BR379059373
BR6221994
BR5991633
BR6371914
BR217835880
BR6341555
BR6241416
BR393462353
BR393397731
WO2013050509
BR374027849
WO2013131161
BR6219396
BR217855233
WO2007039415
BR29925214
BR6239478
BR6371010
BR76621781
BR6377610
BR244949865
BR397711489
BR29922106
BR6218867
BR6051247
WO2009102256
WO2012005246
BR6372569
BR6250793
BR6182640
BR6275570
BR153881109
BR6275526
BR6197084
BR6299525
BR6304682
WO2010124312
BR6175970
BR128728301
WO2008112291
WO2012175760
BR6110258
BR6297310
WO2015038781
BR6001172
WO2009035851
WO2013046622
BR374027446
BR6280117
BR6000259
BR6302920
BR6218976
WO2013033369
BR6049396
BR76648958
BR6241897
BR6274496
BR313312609
BR6223931
BR368141823
BR29921907
BR6340998
BR276417521
BR375232417
WO2015066778
BR6378133
BR76622180
WO2015164270
BR6009963
BR5990276
BR5977461
WO2015085377
BR6273288
WO2017142000
BR6379092
BR128745504
BR6229693
WO2014041030
BR217852598
BR76622368
BR90368457
BR32652280
BR192390949
BR29928300
WO2009100179
BR6193022
BR381461238
BR6363066
WO2019096718
WO2010101637
WO2012042840
BR6030300
BR6379769
BR372002884
BR90369474
BR390601874
BR5988547
WO2013127006
BR6357477
BR6224274
BR29927745
BR128727788
BR29929575
BR6278272
BR6177193
WO2004085652
BR6357790
BR224141506
WO2011159991
BR6062506
BR373261282
WO2009060126
WO2013181496
BR368142199
BR6259787
BR6221575
WO2015139141
WO2021184101
BR76621854
BR6121012
BR6378428
BR5994593
BR6222135
WO2013044042
WO2015005410
BR6243652
BR76648197
BR397448045
WO2014060673
BR6370715
WO2011063402
BR29920934
BR6196929
BR296227325
WO2007045063
BR76648649
BR6244791
BR6230307
BR6269313
WO2008070561
BR6230976
WO2008080093
BR29922605
WO2009100848
WO2010134455
WO2014188012
WO2017017292
WO2014098105
WO2010059694
BR205106600
WO2015156803
BR76647588
BR383817151
BR6308602
BR313317194
BR29920033
BR397450956
BR6005914
BR29921575
WO2013142320
BR236246383
WO2014015405
WO2014056486
WO2012003282
BR6277070
WO2013142317
WO2022069084
BR6241268
BR6059251
BR6275336
WO2012062338
WO2015120859
WO2010098408
BR236246676
BR128743349
WO2014138594
BR6021848
BR6223926
BR6296954
WO2016140721
BR217846030
BR128738581
BR6273879
WO2014099186
BR6370686
