patent_id,application_date,newer_ipc,years_since_application
BR6097232,1991-03-21,A61Q 11/00,15
BR6097232,1991-03-21,C07K 16/42,4
BR6097232,1991-03-21,C07K 16/42,4
BR6066538,1988-05-04,C12N 15/09,2
BR6066538,1988-05-04,C12N 15/09,2
BR6066538,1988-05-04,C07K 14/195,7
BR6066538,1988-05-04,C07K 14/325,7
BR6066538,1988-05-04,C12N 5/10,2
BR6066538,1988-05-04,C12N 5/10,2
BR6066538,1988-05-04,C12N 15/82,2
BR6066538,1988-05-04,C12N 15/82,2
BR6066538,1988-05-04,C12N 15/87,2
BR6066538,1988-05-04,C12N 15/87,2
BR6156434,1993-05-26,B01J 23/75,2
BR6156434,1993-05-26,B01J 23/75,2
BR6230438,1999-09-09,A23G 3/34,7
BR6230438,1999-09-09,A23G 3/34,7
BR6230438,1999-09-09,A23G 4/00,7
BR6230438,1999-09-09,A23G 4/00,7
BR6230438,1999-09-09,A23G 4/06,7
BR6230438,1999-09-09,A23G 4/10,7
BR6230438,1999-09-09,A61K 8/00,7
BR6230438,1999-09-09,A61K 8/00,7
BR6230438,1999-09-09,A61K 8/30,7
BR6230438,1999-09-09,A61K 8/30,7
BR6230438,1999-09-09,A61K 8/34,7
BR6230438,1999-09-09,A61Q 11/00,7
BR6230438,1999-09-09,A61Q 11/00,7
BR5995061,1980-11-11,A23L 1/302,5
BR5995061,1980-11-11,A23L 1/302,5
BR6137061,1994-03-30,A61K 38/43,1
BR6137061,1994-03-30,A61K 38/46,1
BR6137061,1994-03-30,A61P 1/00,6
BR6137061,1994-03-30,A61P 1/14,6
BR5974980,1978-12-22,A01N 37/18,2
BR5974980,1978-12-22,A01N 37/18,2
BR5974980,1978-12-22,A01N 25/32,2
BR5974980,1978-12-22,A01N 25/32,2
BR5974980,1978-12-22,A01N 37/02,2
BR5974980,1978-12-22,A01N 37/02,2
BR5974980,1978-12-22,A01N 37/44,2
BR5974980,1978-12-22,A01N 37/46,2
BR5974980,1978-12-22,C07C 233/00,12
BR5974980,1978-12-22,C07C 233/13,12
BR6033535,1984-08-01,C12N 15/81,6
BR6033535,1984-08-01,C12N 15/81,6
BR6165979,1997-06-30,A61P 29/00,3
BR6165979,1997-06-30,A61P 29/00,3
BR6165979,1997-06-30,A61P 35/00,3
BR6165979,1997-06-30,A61P 35/00,3
BR6165979,1997-06-30,A61P 43/00,3
BR6165979,1997-06-30,A61P 43/00,3
BR6169236,1993-12-14,C07K 14/415,2
BR6169236,1993-12-14,C07K 14/415,2
BR6201805,1998-07-17,A61P 11/00,2
BR6201805,1998-07-17,A61P 11/00,2
BR6201805,1998-07-17,A61P 31/00,2
BR6201805,1998-07-17,A61P 31/14,2
BR6004998,1981-09-21,C07B 61/00,4
BR6004998,1981-09-21,C07B 61/00,4
BR6004998,1981-09-21,C07C 29/151,9
BR6004998,1981-09-21,C07C 29/157,9
BR6055358,1987-02-12,C07C 29/151,3
BR6201238,1998-06-22,A61K 8/00,8
BR6201238,1998-06-22,A61K 8/00,8
BR6201238,1998-06-22,A61K 8/30,8
BR6201238,1998-06-22,A61K 8/37,8
BR6201238,1998-06-22,A61K 8/42,8
BR6201238,1998-06-22,A61Q 1/00,8
BR6201238,1998-06-22,A61Q 1/00,8
BR6201238,1998-06-22,A61Q 13/00,8
BR6201238,1998-06-22,A61Q 13/00,8
BR6201238,1998-06-22,A61Q 15/00,8
BR6201238,1998-06-22,A61Q 15/00,8
BR5995371,1980-11-28,C10L 1/188,26
BR173939096,2014-11-06,A01G 18/20,4
BR6128149,1992-12-04,C07C 17/23,3
BR6204205,1998-12-10,A61K 31/606,2
BR6204205,1998-12-10,A61K 31/166,2
BR6204205,1998-12-10,A61K 31/166,2
BR6204205,1998-12-10,A61P 11/00,2
BR6204205,1998-12-10,A61P 11/00,2
BR6304144,2003-08-26,A61K 8/30,3
BR6304144,2003-08-26,A61K 8/49,3
BR6304144,2003-08-26,A61Q 5/06,3
BR6304144,2003-08-26,A61Q 5/06,3
BR6304144,2003-08-26,A61Q 5/10,3
BR6304144,2003-08-26,A61Q 5/10,3
BR6064020,1987-11-06,C07C 253/00,3
BR6064020,1987-11-06,C07C 253/00,3
BR6064020,1987-11-06,C07C 255/00,3
BR6064020,1987-11-06,C07C 255/32,3
BR6064020,1987-11-06,C07C 255/41,3
BR6064020,1987-11-06,C07C 255/42,3
BR6064020,1987-11-06,C07C 313/00,3
BR6064020,1987-11-06,C07C 313/00,3
BR6064020,1987-11-06,C07C 317/00,3
BR6064020,1987-11-06,C07C 317/44,3
BR6064020,1987-11-06,C07C 317/46,3
BR6064020,1987-11-06,C07C 323/00,3
BR6064020,1987-11-06,C07C 323/62,3
BR6054788,1986-11-07,C12N 1/19,4
BR6054788,1986-11-07,C12N 1/19,4
BR6054788,1986-11-07,C12N 15/09,4
BR6054788,1986-11-07,C12N 15/09,4
BR6054788,1986-11-07,C12N 15/52,4
BR6054788,1986-11-07,C12N 15/52,4
BR6054788,1986-11-07,C12N 15/81,4
BR6054788,1986-11-07,C12N 15/81,4
BR5991109,1979-12-21,A23F 5/00,1
BR5991109,1979-12-21,A23F 5/10,1
BR6060562,1987-03-18,B01J 23/75,8
BR6060562,1987-03-18,B01J 23/75,8
BR6060562,1987-03-18,B01J 23/83,8
BR6132543,1994-03-08,B01J 23/644,1
BR6004563,1981-08-20,C07C 29/151,9
BR5983845,1979-09-18,C07C 29/15,1
BR5983845,1979-09-18,C07C 29/151,11
BR5959837,1977-04-22,C07C 29/88,3
BR5959837,1977-04-22,C07C 29/74,3
BR6204215,1998-12-11,A61K 31/7088,2
BR6204215,1998-12-11,A61K 31/7088,2
BR5888611,1967-10-11,C07C 7/00,1
BR5888611,1967-10-11,C07C 7/163,13
BR6034139,1984-09-21,C10L 10/18,22
BR6111630,1991-05-08,D06L 3/11,9
BR6050126,1985-10-17,C07C 29/151,5
BR6050126,1985-10-17,C07C 29/154,5
BR6148780,1995-08-14,D06L 3/11,5
BR6083299,1989-08-04,C07C 29/152,1
BR6023643,1983-06-28,C07B 61/00,2
BR6023643,1983-06-28,C07B 61/00,2
BR6046077,1986-03-26,C07C 241/00,4
BR6046077,1986-03-26,C07C 241/00,4
BR6046077,1986-03-26,C07C 245/00,4
BR6046077,1986-03-26,C07C 245/20,4
BR6066114,1988-03-30,C07C 29/156,2
BR5983510,1979-08-23,C12P 7/02,1
BR5983510,1979-08-23,C12P 7/10,1
BR6231293,1999-09-30,A61P 37/00,1
BR6231293,1999-09-30,A61P 37/04,1
BR5900350,1970-06-12,C07C 29/151,20
BR5900350,1970-06-12,C07C 29/154,20
BR5970566,1978-04-17,B01J 41/00,2
BR5970566,1978-04-17,B01J 41/16,2
BR5970566,1978-04-17,B01J 20/28,2
BR5970566,1978-04-17,B01J 20/28,2
BR5970566,1978-04-17,C12N 11/00,2
BR5970566,1978-04-17,C12N 11/12,2
BR5970566,1978-04-17,C12P 19/00,2
BR5970566,1978-04-17,C12P 19/24,2
BR6192462,1997-07-14,A61K 31/122,3
BR6192462,1997-07-14,A61K 31/122,3
BR6192462,1997-07-14,A61K 31/357,3
BR6192462,1997-07-14,A61K 31/357,3
BR6192462,1997-07-14,A61K 31/7028,3
BR6192462,1997-07-14,A61K 31/7028,3
BR6192462,1997-07-14,A61P 35/00,3
BR6192462,1997-07-14,A61P 35/00,3
BR6200643,1998-05-12,A61K 31/536,2
BR6200643,1998-05-12,A61K 31/536,2
BR6200643,1998-05-12,A61P 43/00,2
BR6200643,1998-05-12,A61P 43/00,2
BR5887814,1967-03-27,B22C 1/16,1
BR5887814,1967-03-27,B22C 1/18,1
BR5887814,1967-03-27,C04B 28/00,18
BR5887814,1967-03-27,C04B 28/26,18
BR5887814,1967-03-27,C07C 33/00,1
BR5887814,1967-03-27,C07C 33/50,13
BR5887814,1967-03-27,C07C 45/00,1
BR5887814,1967-03-27,C07C 45/46,13
BR5887814,1967-03-27,C07C 45/65,13
BR5887814,1967-03-27,C07C 49/00,1
BR5887814,1967-03-27,C07C 49/80,1
BR5887814,1967-03-27,C07C 51/58,1
BR5887814,1967-03-27,C07C 51/60,13
BR5951637,1976-08-13,C12N 1/22,4
BR5951637,1976-08-13,C12N 1/22,4
BR5970245,1978-03-17,B01D 53/46,17
BR5970245,1978-03-17,B01D 53/46,17
BR5970245,1978-03-17,C02F 11/10,2
BR5970245,1978-03-17,C02F 11/10,2
BR5970245,1978-03-17,C07C 29/15,2
BR5970245,1978-03-17,C07C 29/151,12
BR5970245,1978-03-17,C07C 29/153,12
BR5970245,1978-03-17,C07C 29/154,12
BR6242881,2000-07-11,A61K 8/00,6
BR6242881,2000-07-11,A61K 8/00,6
BR6242881,2000-07-11,A61K 8/30,6
BR6242881,2000-07-11,A61K 8/66,6
BR6242881,2000-07-11,A61K 8/96,6
BR6242881,2000-07-11,A61K 8/96,6
BR6242881,2000-07-11,A61Q 11/00,6
BR6242881,2000-07-11,A61Q 11/00,6
BR6242881,2000-07-11,A61Q 19/00,6
BR6242881,2000-07-11,A61Q 19/00,6
BR6242881,2000-07-11,A61Q 19/10,6
BR6242881,2000-07-11,A61Q 19/10,6
BR5976752,1979-04-06,C12M 1/00,1
BR5976752,1979-04-06,C12M 1/00,1
BR5976752,1979-04-06,C12N 1/02,1
BR5976752,1979-04-06,C12N 1/02,1
BR5976752,1979-04-06,C12N 13/00,1
BR5976752,1979-04-06,C12N 13/00,1
BR5957718,1976-09-03,C07C 29/15,4
BR5957718,1976-09-03,C01B 3/00,4
BR5957718,1976-09-03,C01B 3/38,4
BR5957718,1976-09-03,C07B 61/00,9
BR5957718,1976-09-03,C07B 61/00,9
BR5957718,1976-09-03,C07C 29/151,14
BR5957718,1976-09-03,C07C 29/154,14
BR6345706,2005-04-14,A61K 8/92,1
BR6345706,2005-04-14,A61K 8/92,1
BR6345706,2005-04-14,A61K 8/96,1
BR6345706,2005-04-14,A61K 8/97,1
BR6345706,2005-04-14,A61Q 1/02,1
BR6345706,2005-04-14,A61Q 1/06,1
BR6345706,2005-04-14,A61Q 1/10,1
BR5954230,1977-01-12,C07C 29/15,3
BR5954230,1977-01-12,C01B 3/00,3
BR5954230,1977-01-12,C01B 3/34,3
BR5954230,1977-01-12,C01B 3/38,3
BR5954230,1977-01-12,C07C 29/151,13
BR6006125,1981-11-27,C07C 29/151,9
BR6006125,1981-11-27,C07C 29/158,9
BR6192164,1997-04-30,A61K 36/06,9
BR6192164,1997-04-30,A61K 36/06,9
BR6192164,1997-04-30,A61P 11/00,3
BR6192164,1997-04-30,A61P 11/00,3
BR6192164,1997-04-30,A61P 25/00,3
BR6192164,1997-04-30,A61P 25/00,3
BR6192164,1997-04-30,A61P 29/00,3
BR6192164,1997-04-30,A61P 29/00,3
BR6192164,1997-04-30,A61P 31/00,3
BR6192164,1997-04-30,A61P 31/12,3
BR6192164,1997-04-30,A61P 37/00,3
BR6192164,1997-04-30,A61P 37/00,3
BR5883223,1964-02-04,C07C 49/00,4
BR5883223,1964-02-04,C07C 49/813,16
BR6210601,1999-02-19,A61P 3/00,1
BR6210601,1999-02-19,A61P 3/06,1
BR6210601,1999-02-19,A61P 9/00,1
BR6210601,1999-02-19,A61P 9/10,1
BR6022169,1982-07-06,C07C 29/153,8
BR6004259,1981-07-28,C07B 61/00,4
BR6004259,1981-07-28,C07B 61/00,4
BR6004259,1981-07-28,C07C 29/151,9
BR6004259,1981-07-28,C07C 29/152,9
BR6004259,1981-07-28,C07C 29/154,9
BR5908566,1972-03-29,C07C 45/38,8
BR5998002,1981-04-20,C07C 29/141,9
BR6208655,1999-09-29,G11B 7/241,7
BR6208655,1999-09-29,G11B 7/244,7
BR6024916,1983-10-03,C10G 50/00,12
BR6024916,1983-10-03,C10G 50/00,12
BR5991298,1979-10-25,C07C 29/80,1
BR5991298,1979-10-25,C07C 29/82,1
BR5991298,1979-10-25,C07C 29/84,1
BR6026258,1983-08-11,B01J 23/63,12
BR6026258,1983-08-11,C07B 61/00,2
BR6026258,1983-08-11,C07B 61/00,2
BR6026258,1983-08-11,C07C 29/157,7
BR6013089,1982-04-23,C07B 61/00,3
BR6013089,1982-04-23,C07B 61/00,3
BR6013089,1982-04-23,C07C 209/00,8
BR6013089,1982-04-23,C07C 209/00,8
BR6013089,1982-04-23,C07C 209/16,8
BR6013089,1982-04-23,C07C 211/00,8
BR6013089,1982-04-23,C07C 211/04,8
BR5984528,1979-10-24,C07C 29/15,1
BR5984528,1979-10-24,C07B 61/00,6
BR5984528,1979-10-24,C07B 61/00,6
BR5984528,1979-10-24,C07C 29/154,11
BR6059196,1986-08-11,C10L 1/182,20
BR5969207,1977-10-18,C07C 29/15,3
BR5969207,1977-10-18,B01J 23/882,18
BR5969207,1977-10-18,C01B 3/00,3
BR5969207,1977-10-18,C01B 3/36,3
BR5969207,1977-10-18,C07B 61/00,8
BR5969207,1977-10-18,C07B 61/00,8
BR5969207,1977-10-18,C07C 29/151,13
BR5969207,1977-10-18,C07C 29/153,13
BR5969207,1977-10-18,C07C 29/154,13
BR6193332,1997-11-12,A61K 8/30,9
BR6193332,1997-11-12,A61K 8/30,9
BR6193332,1997-11-12,A61K 8/00,9
BR6193332,1997-11-12,A61K 8/00,9
BR6193332,1997-11-12,A61K 8/37,9
BR6193332,1997-11-12,A61K 8/67,9
BR6193332,1997-11-12,A61K 31/616,3
BR6193332,1997-11-12,A61K 31/621,3
BR6193332,1997-11-12,A61P 17/00,3
BR6193332,1997-11-12,A61P 17/00,3
BR6193332,1997-11-12,A61Q 5/00,9
BR6193332,1997-11-12,A61Q 5/00,9
BR6193332,1997-11-12,A61Q 7/00,9
BR6193332,1997-11-12,A61Q 7/00,9
BR6193332,1997-11-12,A61Q 19/00,9
BR6193332,1997-11-12,A61Q 19/00,9
BR224142252,2017-11-28,C08K 3/012,1
BR6005859,1981-11-10,C07B 61/00,4
BR6005859,1981-11-10,C07B 61/00,4
BR6243250,2000-08-03,A01P 3/00,6
BR6243250,2000-08-03,A01P 3/00,6
BR5910814,1972-09-11,C07C 47/052,8
BR5910814,1972-09-11,B01J 23/76,2
BR5910814,1972-09-11,B01J 23/88,2
BR5910814,1972-09-11,B01J 23/881,23
BR5910814,1972-09-11,C07B 61/00,13
BR5910814,1972-09-11,C07B 61/00,13
BR5910814,1972-09-11,C07C 45/38,8
BR6075331,1989-01-11,C07C 263/00,1
BR6075331,1989-01-11,C07C 263/18,1
BR6075331,1989-01-11,C07C 241/00,1
BR6075331,1989-01-11,C07C 241/00,1
BR6075331,1989-01-11,C07C 263/10,1
BR6075331,1989-01-11,C07C 263/20,1
BR6075331,1989-01-11,C07C 265/00,1
BR6075331,1989-01-11,C07C 265/12,1
BR6075331,1989-01-11,C07C 265/14,1
BR6074370,1988-11-17,C07C 29/149,2
BR6074370,1988-11-17,C07C 29/156,2
BR6304171,2003-08-07,A61K 8/02,3
BR6304171,2003-08-07,A61K 8/02,3
BR6304171,2003-08-07,A61K 8/30,3
BR6304171,2003-08-07,A61K 8/30,3
BR6304171,2003-08-07,A61K 8/37,3
BR6304171,2003-08-07,A61K 8/92,3
BR6304171,2003-08-07,A61K 8/92,3
BR6218915,2000-09-29,C10L 10/10,6
BR6218915,2000-09-29,C10L 10/10,6
BR5899695,1970-04-03,C07C 239/00,20
BR5899695,1970-04-03,C07C 239/00,20
BR5899695,1970-04-03,C07C 273/00,20
BR5899695,1970-04-03,C07C 273/16,20
BR6006326,1981-12-09,C07B 61/00,4
BR6006326,1981-12-09,C07B 61/00,4
BR6203153,1998-09-28,A61P 7/00,2
BR6203153,1998-09-28,A61P 7/00,2
BR6203153,1998-09-28,A61P 9/00,2
BR6203153,1998-09-28,A61P 9/00,2
BR6203153,1998-09-28,A61P 9/10,2
BR6203153,1998-09-28,A61P 29/00,2
BR6203153,1998-09-28,A61P 29/00,2
BR6203153,1998-09-28,A61P 31/00,2
BR6203153,1998-09-28,A61P 31/00,2
BR6203153,1998-09-28,A61P 31/18,2
BR6203153,1998-09-28,A61P 35/00,2
BR6203153,1998-09-28,A61P 35/00,2
BR6203153,1998-09-28,A61P 37/00,2
BR6203153,1998-09-28,A61P 37/02,2
BR6203153,1998-09-28,A61P 37/04,2
BR6203153,1998-09-28,A61P 43/00,2
BR6203153,1998-09-28,A61P 43/00,2
BR6203309,1998-09-28,A61P 7/00,2
BR6203309,1998-09-28,A61P 7/00,2
BR6203309,1998-09-28,A61P 9/00,2
BR6203309,1998-09-28,A61P 9/00,2
BR6203309,1998-09-28,A61P 9/10,2
BR6203309,1998-09-28,A61P 29/00,2
BR6203309,1998-09-28,A61P 29/00,2
BR6203309,1998-09-28,A61P 31/00,2
BR6203309,1998-09-28,A61P 31/00,2
BR6203309,1998-09-28,A61P 31/18,2
BR6203309,1998-09-28,A61P 35/00,2
BR6203309,1998-09-28,A61P 35/00,2
BR6203309,1998-09-28,A61P 37/00,2
BR6203309,1998-09-28,A61P 37/02,2
BR6203309,1998-09-28,A61P 37/04,2
BR6203309,1998-09-28,A61P 43/00,2
BR6203309,1998-09-28,A61P 43/00,2
BR6173871,1996-11-26,A61P 19/00,4
BR6173871,1996-11-26,A61P 19/00,4
BR6173871,1996-11-26,A61P 19/10,4
BR6046440,1986-04-28,C01B 39/00,9
BR6046440,1986-04-28,C01B 39/06,9
BR6046440,1986-04-28,B01J 29/50,9
BR6046440,1986-04-28,B01J 29/70,9
BR6046440,1986-04-28,C01B 39/30,9
BR6046440,1986-04-28,C07C 209/00,4
BR6046440,1986-04-28,C07C 209/00,4
BR6046440,1986-04-28,C07C 209/16,4
BR6046440,1986-04-28,C07C 211/00,4
BR6046440,1986-04-28,C07C 211/04,4
BR6279935,2002-03-07,A61K 8/04,4
BR6279935,2002-03-07,A61K 8/06,4
BR6279935,2002-03-07,A61K 8/30,4
BR6279935,2002-03-07,A61K 8/30,4
BR6279935,2002-03-07,A61K 8/37,4
BR6279935,2002-03-07,A61K 8/92,4
BR6279935,2002-03-07,A61K 8/92,4
BR6279935,2002-03-07,A61K 8/96,4
BR6279935,2002-03-07,A61K 8/97,4
BR6279935,2002-03-07,A61K 8/99,4
BR5963418,1977-10-26,A01N 25/32,3
BR5963418,1977-10-26,A01N 25/32,3
BR5963418,1977-10-26,A01N 37/18,3
BR5963418,1977-10-26,A01N 37/18,3
BR5963418,1977-10-26,A01N 37/20,3
BR5963418,1977-10-26,A01N 37/20,3
BR5963418,1977-10-26,A01N 37/44,3
BR5963418,1977-10-26,A01N 37/46,3
BR5963418,1977-10-26,C07C 233/00,13
BR5963418,1977-10-26,C07C 233/13,13
BR6283009,2002-07-16,A61K 8/00,4
BR6283009,2002-07-16,A61K 8/00,4
BR6283009,2002-07-16,A61K 8/72,4
BR6283009,2002-07-16,A61K 8/87,4
BR6283009,2002-07-16,A61Q 3/02,4
BR6283009,2002-07-16,A61Q 3/02,4
BR6283009,2002-07-16,A61Q 5/06,4
BR6283009,2002-07-16,A61Q 5/06,4
BR6171479,1996-06-13,B01J 20/281,10
BR6171479,1996-06-13,B01J 20/281,10
BR6217005,2000-04-18,A61K 8/00,6
BR6217005,2000-04-18,A61K 8/00,6
BR6217005,2000-04-18,A61K 8/30,6
BR6217005,2000-04-18,A61K 8/30,6
BR6217005,2000-04-18,A61K 8/34,6
BR6217005,2000-04-18,A61K 8/35,6
BR6217005,2000-04-18,A61K 8/36,6
BR6217005,2000-04-18,A61K 8/368,6
BR6217005,2000-04-18,A61K 8/42,6
BR6217005,2000-04-18,A61K 8/46,6
BR6217005,2000-04-18,A61K 8/49,6
BR6217005,2000-04-18,A61Q 5/02,6
BR6217005,2000-04-18,A61Q 5/02,6
BR6217005,2000-04-18,A61Q 7/00,6
BR6217005,2000-04-18,A61Q 7/00,6
BR6217005,2000-04-18,A61Q 19/00,6
BR6217005,2000-04-18,A61Q 19/00,6
BR6217005,2000-04-18,A61Q 19/08,6
BR6217005,2000-04-18,A61Q 19/08,6
BR5952054,1976-09-09,B01J 19/00,4
BR5952054,1976-09-09,B01J 19/00,4
BR5952054,1976-09-09,C07C 19/01,19
BR6025823,1983-12-14,B01J 29/70,12
BR6172258,1996-08-13,A61K 31/192,4
BR6172258,1996-08-13,A61P 35/00,4
BR6172258,1996-08-13,A61P 35/00,4
BR5986898,1980-03-13,B01J 29/072,15
BR6310398,2004-07-19,C10L 10/14,2
BR6310398,2004-07-19,C10L 10/14,2
BR6051833,1986-06-26,A61L 15/16,4
BR6051833,1986-06-26,A61L 15/16,4
BR6051833,1986-06-26,A61L 15/28,4
BR6051833,1986-06-26,A61L 15/40,4
BR6051833,1986-06-26,C08L 101/16,14
BR6071373,1987-10-02,C07C 29/141,3
BR6228355,1999-06-04,A61K 31/352,1
BR6228355,1999-06-04,A61K 31/352,1
BR6228355,1999-06-04,A61K 31/122,1
BR6228355,1999-06-04,A61K 31/122,1
BR6228355,1999-06-04,A61K 36/00,7
BR6228355,1999-06-04,A61K 36/00,7
BR6228355,1999-06-04,A61K 36/18,7
BR6228355,1999-06-04,A61K 36/18,7
BR6228355,1999-06-04,A61K 36/185,7
BR6228355,1999-06-04,A61K 36/38,7
BR6228355,1999-06-04,A61P 25/00,1
BR6228355,1999-06-04,A61P 25/24,1
BR5976205,1979-03-07,C12N 9/42,1
BR5976205,1979-03-07,C12N 9/42,1
BR6013947,1982-06-09,C07B 61/00,3
BR6013947,1982-06-09,C07B 61/00,3
BR6013248,1982-04-30,C07C 301/00,8
BR6013248,1982-04-30,C07C 301/00,8
BR6013248,1982-04-30,C07C 303/00,8
BR6013248,1982-04-30,C07C 303/36,8
BR6013248,1982-04-30,C07C 303/40,8
BR6013248,1982-04-30,C07C 311/00,8
BR6013248,1982-04-30,C07C 311/51,8
BR5995746,1980-12-18,B01J 23/881,15
BR6071672,1988-02-24,A23L 1/05,2
BR6071672,1988-02-24,A23L 1/054,2
BR6071672,1988-02-24,A61K 8/02,18
BR6071672,1988-02-24,A61K 8/02,18
BR6071672,1988-02-24,A61K 8/72,18
BR6071672,1988-02-24,A61K 8/73,18
BR6071672,1988-02-24,A61Q 19/00,18
BR6071672,1988-02-24,A61Q 19/00,18
BR6071672,1988-02-24,C09K 8/02,18
BR6071672,1988-02-24,C09K 8/20,18
BR6071672,1988-02-24,D21H 13/00,2
BR6071672,1988-02-24,D21H 13/02,2
BR5905286,1971-10-21,C23G 5/028,14
WO2016102316,2015-12-17,A23L 33/115,1
WO2016102316,2015-12-17,A23L 33/105,1
WO2016102316,2015-12-17,A23L 33/12,1
WO2016102316,2015-12-17,A23L 33/175,1
BR6114811,1992-11-25,A61P 25/00,8
BR6114811,1992-11-25,A61P 25/04,8
BR5998003,1981-04-20,C07C 29/141,9
BR5998003,1981-04-20,C07C 29/151,9
BR5998003,1981-04-20,C07C 29/157,9
BR5998003,1981-04-20,C07C 29/158,9
BR6208276,1999-08-16,A61K 8/00,7
BR6208276,1999-08-16,A61K 8/00,7
BR6208276,1999-08-16,A61K 8/30,7
BR6208276,1999-08-16,A61K 8/40,7
BR6208276,1999-08-16,A61Q 13/00,7
BR6208276,1999-08-16,A61Q 13/00,7
BR6208276,1999-08-16,A61Q 15/00,7
BR6208276,1999-08-16,A61Q 15/00,7
BR76647485,2010-11-25,C13B 10/00,1
BR5897687,1969-12-15,C07C 263/00,21
BR5897687,1969-12-15,C07C 263/20,21
BR5897687,1969-12-15,C07C 265/00,21
BR5897687,1969-12-15,C07C 265/12,21
BR5897687,1969-12-15,C07D 251/00,5
BR5897687,1969-12-15,C07D 251/34,5
BR6227736,1999-05-07,A61K 31/711,1
BR6227736,1999-05-07,A61K 31/711,1
BR6227736,1999-05-07,A61P 7/00,1
BR6227736,1999-05-07,A61P 7/04,1
BR6227736,1999-05-07,A61P 7/06,1
BR6227736,1999-05-07,A61P 9/00,1
BR6227736,1999-05-07,A61P 9/10,1
BR6227736,1999-05-07,A61P 11/00,1
BR6227736,1999-05-07,A61P 11/06,1
BR6227736,1999-05-07,A61P 19/00,1
BR6227736,1999-05-07,A61P 19/02,1
BR6227736,1999-05-07,A61P 29/00,1
BR6227736,1999-05-07,A61P 29/00,1
BR6227736,1999-05-07,A61P 37/00,1
BR6227736,1999-05-07,A61P 37/00,1
BR6227736,1999-05-07,A61P 37/06,1
BR6227736,1999-05-07,A61P 37/08,1
BR6231622,1999-10-12,A61P 31/00,1
BR6231622,1999-10-12,A61P 31/04,1
BR6231622,1999-10-12,C40B 40/02,7
BR6231622,1999-10-12,C40B 40/02,7
BR5988175,1980-05-29,B01J 27/053,5
BR5988175,1980-05-29,B01J 27/055,5
BR5988175,1980-05-29,C07B 61/00,5
BR5988175,1980-05-29,C07B 61/00,5
BR6201847,1998-06-18,A61K 31/167,2
BR6201847,1998-06-18,A61K 31/167,2
BR6201847,1998-06-18,A61K 31/351,2
BR6201847,1998-06-18,A61K 31/351,2
BR6201847,1998-06-18,A61K 31/382,2
BR6201847,1998-06-18,A61K 31/382,2
BR6201847,1998-06-18,A61K 31/403,2
BR6201847,1998-06-18,A61K 31/404,2
BR6201847,1998-06-18,A61K 31/4164,2
BR6201847,1998-06-18,A61K 31/4166,2
BR6201847,1998-06-18,A61K 31/421,2
BR6201847,1998-06-18,A61K 31/421,2
BR6201847,1998-06-18,A61K 31/4409,2
BR6201847,1998-06-18,A61K 31/4409,2
BR6201847,1998-06-18,A61K 31/4468,2
BR6201847,1998-06-18,A61K 31/4468,2
BR6201847,1998-06-18,A61K 31/5375,2
BR6201847,1998-06-18,A61K 31/5375,2
BR6201847,1998-06-18,A61P 19/00,2
BR6201847,1998-06-18,A61P 19/02,2
BR6201847,1998-06-18,A61P 21/00,2
BR6201847,1998-06-18,A61P 21/00,2
BR6201847,1998-06-18,A61P 29/00,2
BR6201847,1998-06-18,A61P 29/00,2
BR6196518,1998-10-16,A61P 19/00,2
BR6196518,1998-10-16,A61P 19/04,2
BR6230101,1999-08-06,A61K 31/352,1
BR6230101,1999-08-06,A61K 31/352,1
BR6230101,1999-08-06,A61K 31/4353,1
BR6230101,1999-08-06,A61K 31/437,1
BR6230101,1999-08-06,A61K 31/661,1
BR6230101,1999-08-06,A61K 31/661,1
BR6230101,1999-08-06,A61K 31/7042,1
BR6230101,1999-08-06,A61K 31/7042,1
BR6230101,1999-08-06,A61K 31/7048,1
BR6230101,1999-08-06,A61P 25/00,1
BR6230101,1999-08-06,A61P 25/00,1
BR6230101,1999-08-06,A61P 35/00,1
BR6230101,1999-08-06,A61P 35/00,1
BR6230101,1999-08-06,A61P 43/00,1
BR6230101,1999-08-06,A61P 43/00,1
BR6227254,1999-02-11,A61P 31/00,1
BR6227254,1999-02-11,A61P 31/04,1
BR6227254,1999-02-11,A61P 31/20,1
BR5981519,1979-04-04,C07C 29/151,11
BR6055306,1987-02-13,C07C 209/00,3
BR6055306,1987-02-13,C07C 209/00,3
BR6055306,1987-02-13,C07C 209/62,3
BR6055306,1987-02-13,C07C 211/00,3
BR6055306,1987-02-13,C07C 211/46,3
BR6310054,2004-07-09,F23B 90/00,2
BR6310054,2004-07-09,F23B 90/00,2
BR6281365,2002-05-13,C40B 40/02,4
BR6281365,2002-05-13,C40B 40/02,4
BR6252621,1998-11-13,A61P 31/00,2
BR6252621,1998-11-13,A61P 31/00,2
BR6252621,1998-11-13,A61P 31/04,2
BR6252621,1998-11-13,A61P 31/18,2
BR6252621,1998-11-13,A61P 35/00,2
BR6252621,1998-11-13,A61P 35/00,2
BR6252621,1998-11-13,A61P 37/00,2
BR6252621,1998-11-13,A61P 37/02,2
BR6115701,1993-02-18,A01N 53/06,2
BR5986897,1980-03-13,C01B 37/00,15
BR5986897,1980-03-13,C01B 37/02,15
BR6102248,1990-08-20,C07K 5/072,5
BR6102609,1990-12-28,C07K 14/195,5
BR6102609,1990-12-28,C07K 14/195,5
