patent_id,application_date,newer_ipc,years_since_application
BR6032683,1984-05-29,C07C 309/62,6
BR5984911,1979-11-14,C07C 41/26,1
BR5984911,1979-11-14,C07C 43/295,1
BR5984911,1979-11-14,C07C 45/42,1
BR5984911,1979-11-14,C07C 45/43,1
BR6076151,1989-03-17,C07C 29/149,1
BR6025701,1983-12-06,C07B 61/00,2
BR6025701,1983-12-06,C07B 61/00,2
BR5951482,1976-08-03,C07B 61/00,9
BR5951482,1976-08-03,C07B 61/00,9
BR5951482,1976-08-03,C07C 29/34,4
BR5951482,1976-08-03,C07C 31/125,4
BR5882959,1963-11-04,C07C 33/00,5
BR5882959,1963-11-04,C07C 33/025,17
BR5899581,1970-03-30,B01J 21/00,4
BR5899581,1970-03-30,B01J 21/08,4
BR5899581,1970-03-30,B01J 27/14,4
BR5899581,1970-03-30,B01J 27/16,4
BR5899581,1970-03-30,C07B 61/00,15
BR5899581,1970-03-30,C07B 61/00,15
BR6291111,2003-03-10,C10L 1/192,3
BR6291111,2003-03-10,C10L 1/198,3
BR5972331,1978-07-21,C07C 45/29,2
BR5972331,1978-07-21,C07B 31/00,7
BR5972331,1978-07-21,C07B 31/00,7
BR5972331,1978-07-21,C07B 33/00,7
BR5972331,1978-07-21,C07B 33/00,7
BR5972331,1978-07-21,C07B 43/00,7
BR5972331,1978-07-21,C07B 43/00,7
BR5972331,1978-07-21,C07B 45/00,7
BR5972331,1978-07-21,C07B 45/06,7
BR5972331,1978-07-21,C07B 61/00,7
BR5972331,1978-07-21,C07B 61/00,7
BR5972331,1978-07-21,C07C 241/00,12
BR5972331,1978-07-21,C07C 241/00,12
BR5972331,1978-07-21,C07C 251/00,12
BR5972331,1978-07-21,C07C 251/02,12
BR5972331,1978-07-21,C07C 253/00,12
BR5972331,1978-07-21,C07C 253/00,12
BR5972331,1978-07-21,C07C 255/00,12
BR5972331,1978-07-21,C07C 255/03,12
BR5972331,1978-07-21,C07C 325/00,12
BR5972331,1978-07-21,C07C 325/02,12
BR5937408,1974-11-04,C07C 305/00,16
BR5937408,1974-11-04,C07C 305/10,16
BR5937408,1974-11-04,C07C 301/00,16
BR5937408,1974-11-04,C07C 301/00,16
BR5937408,1974-11-04,C07C 303/00,16
BR5937408,1974-11-04,C07C 303/24,16
BR5937408,1974-11-04,C07C 305/04,16
BR5937408,1974-11-04,C07C 305/06,16
BR5937408,1974-11-04,C08G 65/334,26
BR5897533,1969-12-11,B01J 21/00,5
BR5897533,1969-12-11,B01J 21/00,5
BR5897533,1969-12-11,C07B 61/00,16
BR5897533,1969-12-11,C07B 61/00,16
BR5897533,1969-12-11,C07C 29/09,11
BR5897533,1969-12-11,C07C 45/50,11
BR5901118,1970-12-22,C07C 47/21,10
BR5901118,1970-12-22,B01J 23/00,4
BR5901118,1970-12-22,B01J 23/00,4
BR5901118,1970-12-22,B01J 31/00,4
BR5901118,1970-12-22,B01J 31/00,4
BR5901118,1970-12-22,C07B 61/00,15
BR5901118,1970-12-22,C07B 61/00,15
BR5901118,1970-12-22,C07C 45/32,10
BR5901118,1970-12-22,C07C 45/37,10
BR5901118,1970-12-22,C07C 49/203,10
BR5894691,1969-07-24,C07C 45/63,11
BR5894691,1969-07-24,C07C 45/71,11
BR6035979,1984-12-28,B01J 27/051,1
BR6035979,1984-12-28,C07B 61/00,1
BR6035979,1984-12-28,C07B 61/00,1
BR6035979,1984-12-28,C07C 29/153,6
BR5923205,1973-11-30,B01J 21/00,1
BR5923205,1973-11-30,B01J 21/02,1
BR6006149,1981-11-27,C07C 201/00,9
BR6006149,1981-11-27,C07C 201/00,9
BR6006149,1981-11-27,C07C 205/00,9
BR6006149,1981-11-27,C07C 205/38,9
BR6006149,1981-11-27,C07C 205/42,9
BR6006149,1981-11-27,C07C 205/56,9
BR6006149,1981-11-27,C07C 235/00,9
BR6006149,1981-11-27,C07C 235/12,9
BR6006149,1981-11-27,C07C 253/00,9
BR6006149,1981-11-27,C07C 253/00,9
BR6006149,1981-11-27,C07C 255/00,9
BR6006149,1981-11-27,C07C 255/37,9
BR6006149,1981-11-27,C07C 255/38,9
BR6006149,1981-11-27,C07C 255/40,9
BR6006149,1981-11-27,C07C 255/50,9
BR6006149,1981-11-27,C07C 255/53,9
BR6006149,1981-11-27,C07C 325/00,9
BR6006149,1981-11-27,C07C 325/00,9
BR6006149,1981-11-27,C07C 327/00,9
BR6006149,1981-11-27,C07C 327/32,9
BR5960304,1977-05-11,C07B 61/00,8
BR5960304,1977-05-11,C07B 61/00,8
BR6007477,1982-01-29,A01N 53/08,13
BR6007477,1982-01-29,C07C 253/00,8
BR6007477,1982-01-29,C07C 253/00,8
BR6007477,1982-01-29,C07C 255/00,8
BR6007477,1982-01-29,C07C 255/38,8
BR6007477,1982-01-29,C07C 255/53,8
BR5885620,1965-12-17,C07C 205/00,25
BR5885620,1965-12-17,C07C 205/37,25
BR5986053,1980-01-18,A61P 25/00,20
BR5986053,1980-01-18,A61P 25/00,20
BR5986053,1980-01-18,C07B 61/00,5
BR5986053,1980-01-18,C07B 61/00,5
BR5905516,1971-10-29,C07C 29/141,19
BR6002572,1981-04-28,C07C 323/00,9
BR6002572,1981-04-28,C07C 323/12,9
BR6002572,1981-04-28,B01J 29/50,14
BR6002572,1981-04-28,B01J 29/60,14
BR6002572,1981-04-28,C07B 61/00,4
BR6002572,1981-04-28,C07B 61/00,4
BR6002572,1981-04-28,C07C 313/00,9
BR6002572,1981-04-28,C07C 313/00,9
BR6002572,1981-04-28,C07C 319/00,9
BR6002572,1981-04-28,C07C 319/02,9
BR6002572,1981-04-28,C07C 323/16,9
BR6002572,1981-04-28,C07C 323/17,9
BR5920799,1973-07-10,B01J 8/02,1
BR5920799,1973-07-10,B01J 8/02,1
BR5920799,1973-07-10,B01J 31/06,1
BR5920799,1973-07-10,B01J 31/10,1
BR5920799,1973-07-10,B01J 35/00,1
BR5920799,1973-07-10,B01J 35/10,1
BR6051339,1986-05-22,B01J 29/70,9
BR6051339,1986-05-22,C01B 39/00,9
BR6051339,1986-05-22,C01B 39/04,9
BR6051339,1986-05-22,C01B 39/34,9
BR6051339,1986-05-22,C01B 39/46,9
BR6051339,1986-05-22,C01B 39/48,9
BR5982513,1979-06-26,A01N 53/00,1
BR5982513,1979-06-26,A01N 53/08,16
BR5982513,1979-06-26,C07C 41/26,1
BR5982513,1979-06-26,C07C 43/295,1
BR6203180,1998-08-04,A61P 35/00,2
BR6203180,1998-08-04,A61P 35/00,2
BR5894692,1969-07-24,C07C 45/29,11
BR5894692,1969-07-24,C07C 45/71,11
BR5894692,1969-07-24,C07C 49/255,11
BR5894692,1969-07-24,C07C 49/84,5
BR5898021,1969-12-29,B01J 31/00,5
BR5898021,1969-12-29,B01J 31/00,5
BR5898021,1969-12-29,C07B 31/00,16
BR5898021,1969-12-29,C07B 31/00,16
BR5898021,1969-12-29,C07B 37/00,16
BR5898021,1969-12-29,C07B 37/08,16
BR5898021,1969-12-29,C07B 61/00,16
BR5898021,1969-12-29,C07B 61/00,16
BR5898021,1969-12-29,C07C 29/56,11
BR5898021,1969-12-29,C07C 33/025,11
BR5898021,1969-12-29,C07C 33/03,11
BR5898021,1969-12-29,C07C 33/05,5
BR5964122,1977-12-08,C07B 61/00,8
BR5964122,1977-12-08,C07B 61/00,8
BR5964122,1977-12-08,C07C 239/00,13
BR5964122,1977-12-08,C07C 239/00,13
BR5964122,1977-12-08,C07C 271/00,13
BR5964122,1977-12-08,C07C 271/06,13
BR6094859,1990-09-27,B01J 23/755,5
BR6094859,1990-09-27,B01J 23/755,5
BR6003731,1981-06-26,C07B 61/00,4
BR6003731,1981-06-26,C07B 61/00,4
BR6033641,1984-08-09,C07B 61/00,1
BR6033641,1984-08-09,C07B 61/00,1
BR5884848,1965-06-11,C12N 9/24,15
BR5884848,1965-06-11,C12N 9/24,15
BR5884848,1965-06-11,C12N 9/42,15
BR5884848,1965-06-11,C12N 9/42,15
BR5884848,1965-06-11,C12P 19/00,15
BR5884848,1965-06-11,C12P 19/14,15
BR5901761,1971-02-17,A61K 31/135,3
BR5901761,1971-02-17,A61K 31/135,3
BR5901761,1971-02-17,A61K 31/17,3
BR5901761,1971-02-17,A61K 31/17,3
BR5901761,1971-02-17,C07C 273/00,19
BR5901761,1971-02-17,C07C 273/18,19
BR5901761,1971-02-17,C07C 275/00,19
BR5901761,1971-02-17,C07C 275/34,19
BR6023659,1983-06-28,A01N 43/653,2
BR6023659,1983-06-28,C07C 17/269,12
BR6042714,1985-07-29,C07C 29/156,5
BR6042714,1985-07-29,C10G 2/00,5
BR6042714,1985-07-29,C10G 2/00,5
BR6004853,1981-09-08,C07C 29/151,9
BR6004853,1981-09-08,C07C 29/153,9
BR5903914,1971-08-09,C12P 19/00,9
BR5903914,1971-08-09,C12P 19/22,9
BR5903914,1971-08-09,A61K 9/08,3
BR5903914,1971-08-09,A61K 9/08,3
BR5903914,1971-08-09,A61K 31/70,3
BR5903914,1971-08-09,A61K 31/70,3
BR6042713,1985-07-29,C07C 29/153,5
BR6207764,1999-02-11,A61P 3/00,1
BR6207764,1999-02-11,A61P 3/00,1
BR6207764,1999-02-11,A61P 3/10,1
BR6207764,1999-02-11,A61P 31/00,1
BR6207764,1999-02-11,A61P 31/18,1
BR6207764,1999-02-11,A61P 31/20,1
BR6209647,1999-05-07,A61K 8/30,7
BR6209647,1999-05-07,A61K 8/30,7
BR6209647,1999-05-07,A61K 8/41,7
BR6209647,1999-05-07,A61K 8/42,7
BR6209647,1999-05-07,A61K 8/68,7
BR6209647,1999-05-07,A61K 31/164,1
BR6209647,1999-05-07,A61K 31/164,1
BR6209647,1999-05-07,A61K 31/7028,1
BR6209647,1999-05-07,A61K 31/7028,1
BR6209647,1999-05-07,A61Q 19/00,7
BR6209647,1999-05-07,A61Q 19/00,7
BR6209647,1999-05-07,C07G 99/00,10
BR6209647,1999-05-07,C07G 99/00,10
BR6064123,1987-11-12,C07C 305/00,3
BR6064123,1987-11-12,C07C 305/10,3
BR5925964,1974-05-10,B01J 23/00,0
BR5925964,1974-05-10,B01J 23/00,0
BR5925964,1974-05-10,B01J 23/16,0
BR5925964,1974-05-10,B01J 23/18,0
BR5925964,1974-05-10,B01J 23/28,0
BR5925964,1974-05-10,B01J 23/31,6
BR5925964,1974-05-10,B01J 23/34,0
BR5925964,1974-05-10,B01J 23/76,0
BR5925964,1974-05-10,B01J 23/88,0
BR5925964,1974-05-10,B01J 27/14,0
BR5925964,1974-05-10,B01J 27/186,16
BR5925964,1974-05-10,C07B 61/00,11
BR5925964,1974-05-10,C07B 61/00,11
BR5925964,1974-05-10,C07C 67/39,6
BR6252830,1999-01-28,C10L 1/182,7
BR5964397,1977-12-21,C07C 69/747,3
BR5964397,1977-12-21,A01N 53/00,3
BR5964397,1977-12-21,A01N 53/00,3
BR5964397,1977-12-21,A01N 53/06,18
BR5964397,1977-12-21,C07B 61/00,8
BR5964397,1977-12-21,C07B 61/00,8
BR5986723,1980-03-03,C07B 61/00,5
BR5986723,1980-03-03,C07B 61/00,5
BR5986795,1980-03-03,C07B 61/00,5
BR5986795,1980-03-03,C07B 61/00,5
BR6084156,1989-10-17,C07C 29/149,1
BR6001387,1980-12-02,C07B 61/00,5
BR6001387,1980-12-02,C07B 61/00,5
BR6026861,1984-02-13,A23B 4/03,6
BR6026861,1984-02-13,A23B 4/03,6
BR6026861,1984-02-13,A23B 4/044,6
BR6026861,1984-02-13,A23B 4/044,6
BR6026861,1984-02-13,A23B 4/052,6
BR6017219,1982-10-29,C12N 15/01,8
BR6017219,1982-10-29,C12N 15/01,8
BR6261672,2001-04-19,C10L 1/182,5
BR6261672,2001-04-19,C10L 10/18,5
BR5994803,1980-10-29,B01J 29/40,15
BR5994803,1980-10-29,B01J 29/50,15
BR5994803,1980-10-29,B01J 29/60,15
BR5994803,1980-10-29,B01J 29/65,15
BR5994803,1980-10-29,B01J 29/70,15
BR6091272,1990-01-31,B01J 23/75,5
BR6091272,1990-01-31,B01J 23/75,5
BR6091272,1990-01-31,B01J 23/755,5
BR6091272,1990-01-31,B01J 23/755,5
BR6094811,1990-09-25,B01J 23/755,5
BR6094811,1990-09-25,B01J 23/755,5
WO2010080428,2009-12-16,C08H 8/00,1
BR6246674,2000-12-22,C10L 1/19,6
BR6246674,2000-12-22,C10L 10/12,6
BR6246674,2000-12-22,C10L 10/12,6
BR6169629,1994-08-02,C10L 1/188,12
BR6080739,1988-02-01,B01D 61/24,2
BR6080739,1988-02-01,B01D 61/24,2
BR6080739,1988-02-01,B01D 61/36,2
BR6080739,1988-02-01,B01D 61/36,2
BR6080739,1988-02-01,B01D 67/00,2
BR6080739,1988-02-01,B01D 67/00,2
BR6080739,1988-02-01,B01D 71/00,2
BR6080739,1988-02-01,B01D 71/32,2
BR6080739,1988-02-01,B01D 71/82,2
BR5924513,1974-02-20,C12N 15/00,6
BR5924513,1974-02-20,C12N 15/00,6
BR5924513,1974-02-20,C12N 1/00,6
BR5924513,1974-02-20,C12N 1/00,6
BR5924513,1974-02-20,C12N 1/16,6
BR5924513,1974-02-20,C12N 1/16,6
BR5924513,1974-02-20,C12N 1/26,6
BR5924513,1974-02-20,C12N 1/28,6
BR5924513,1974-02-20,C12N 1/32,6
BR5924513,1974-02-20,C12N 1/32,6
BR5924513,1974-02-20,C12N 15/01,16
BR5924513,1974-02-20,C12N 15/01,16
BR5924513,1974-02-20,C12P 19/00,6
BR5924513,1974-02-20,C12P 19/34,6
BR6036630,1985-03-05,C12N 15/09,5
BR6036630,1985-03-05,C12N 15/09,5
BR6036630,1985-03-05,A01H 4/00,5
BR6036630,1985-03-05,A01H 4/00,5
BR6036630,1985-03-05,C12N 5/04,5
BR6036630,1985-03-05,C12N 5/04,5
BR6036630,1985-03-05,C12N 5/10,5
BR6036630,1985-03-05,C12N 5/10,5
BR6036630,1985-03-05,C12N 15/01,5
BR6036630,1985-03-05,C12N 15/01,5
BR6036630,1985-03-05,C12N 15/52,5
BR6036630,1985-03-05,C12N 15/52,5
BR6036630,1985-03-05,C12N 15/82,5
BR6036630,1985-03-05,C12N 15/82,5
BR5987270,1980-04-02,C10L 1/182,26
BR6274842,2001-11-08,C10L 1/182,5
BR6274842,2001-11-08,C10L 1/188,5
BR6274842,2001-11-08,C10L 1/19,5
BR6199718,1998-03-03,A61K 8/00,8
BR6199718,1998-03-03,A61K 8/00,8
BR6199718,1998-03-03,A61K 8/30,8
BR6199718,1998-03-03,A61K 8/42,8
BR6199718,1998-03-03,A61K 8/60,8
BR6199718,1998-03-03,A61Q 11/00,8
BR6199718,1998-03-03,A61Q 11/00,8
BR5891571,1968-04-25,A61K 31/21,6
BR5891571,1968-04-25,A61K 31/255,6
BR5891571,1968-04-25,C07C 43/00,0
BR5891571,1968-04-25,C07C 43/12,0
BR5891571,1968-04-25,C07C 51/16,0
BR5891571,1968-04-25,C07C 51/27,12
BR5891571,1968-04-25,C07C 51/41,12
BR5891571,1968-04-25,C07C 51/41,12
BR5891571,1968-04-25,C07C 53/00,0
BR5891571,1968-04-25,C07C 53/19,12
BR5891571,1968-04-25,C07C 59/00,0
BR5891571,1968-04-25,C07C 59/135,12
BR5891571,1968-04-25,C07C 305/00,22
BR5891571,1968-04-25,C07C 305/08,22
BR5891571,1968-04-25,C08F 16/00,6
BR5891571,1968-04-25,C08F 16/24,6
BR5891571,1968-04-25,C08F 20/00,6
BR5891571,1968-04-25,C08F 20/22,6
BR5891571,1968-04-25,C08F 290/00,27
BR5891571,1968-04-25,C08F 290/04,27
BR5891571,1968-04-25,C11D 1/00,0
BR5891571,1968-04-25,C11D 1/00,0
BR5891571,1968-04-25,D06M 13/00,0
BR5891571,1968-04-25,D06M 13/144,22
BR5891571,1968-04-25,D06M 13/236,22
BR5891571,1968-04-25,D06M 13/256,22
BR5891571,1968-04-25,D06M 15/21,17
BR5891571,1968-04-25,D06M 15/277,17
BR5891571,1968-04-25,D06M 15/353,17
BR5891571,1968-04-25,E04B 1/58,0
BR5891571,1968-04-25,E04B 1/58,0
BR5891571,1968-04-25,E04B 2/76,0
BR5891571,1968-04-25,E04B 2/78,0
BR6304117,2003-08-22,C10L 1/182,3
BR6304117,2003-08-22,C10L 1/185,3
BR6304117,2003-08-22,C10L 1/19,3
BR6304117,2003-08-22,C10L 1/222,3
BR6303665,2003-08-05,A61K 36/00,3
BR6303665,2003-08-05,A61K 36/00,3
BR6303665,2003-08-05,A61K 36/185,3
BR6303665,2003-08-05,A61K 36/48,3
BR5963929,1977-11-28,C10L 1/182,29
BR5963929,1977-11-28,C10L 1/185,29
BR5963929,1977-11-28,C10L 1/192,29
BR5963929,1977-11-28,C10L 1/222,29
BR5963929,1977-11-28,C10L 1/234,29
BR5963929,1977-11-28,C10L 10/12,29
BR5963929,1977-11-28,C10L 10/12,29
BR6035302,1984-03-16,B01J 27/051,1
BR6035302,1984-03-16,C07C 29/153,6
BR5893213,1969-04-28,C07C 205/00,21
BR5893213,1969-04-28,C07C 205/56,21
BR5893213,1969-04-28,C07D 207/00,5
BR5893213,1969-04-28,C07D 207/32,5
BR5893213,1969-04-28,C07D 207/327,11
WO2009003292,2008-07-04,C08H 8/00,2
BR6316872,2003-12-13,C10L 1/182,3
BR5894689,1969-07-24,A61K 31/135,5
BR5894689,1969-07-24,A61K 31/135,5
BR5894689,1969-07-24,C07C 45/71,11
BR5941364,1975-07-31,C07C 29/141,15
BR5941364,1975-07-31,C07C 45/35,5
BR6303130,2003-07-23,C10L 1/188,3
BR6303130,2003-07-23,C10L 1/19,3
BR6303130,2003-07-23,C10L 1/222,3
BR6303130,2003-07-23,C10L 1/224,3
BR6303130,2003-07-23,C10L 1/2383,3
BR6196561,1998-10-20,A61K 8/30,8
BR6196561,1998-10-20,A61K 8/33,8
BR6196561,1998-10-20,A61Q 13/00,8
BR6196561,1998-10-20,A61Q 13/00,8
BR5972110,1978-07-07,C07C 29/80,2
BR5972110,1978-07-07,C12P 7/02,2
BR5972110,1978-07-07,C12P 7/06,2
BR6300957,2003-07-29,C10L 1/182,3
BR6035452,1984-12-20,C12N 15/09,6
BR6035452,1984-12-20,C12N 15/09,6
BR6035452,1984-12-20,C12N 15/81,6
BR6035452,1984-12-20,C12N 15/81,6
BR6242294,2000-06-16,A61K 8/30,6
BR6242294,2000-06-16,A61K 8/30,6
BR6242294,2000-06-16,A61K 8/34,6
BR6242294,2000-06-16,A61Q 19/00,6
BR6242294,2000-06-16,A61Q 19/00,6
BR5887651,1967-01-31,A01N 47/28,13
BR5887651,1967-01-31,A01N 47/28,13
BR5887651,1967-01-31,A01N 47/30,13
BR5887651,1967-01-31,C07C 275/00,23
BR5887651,1967-01-31,C07C 275/64,23
BR6074993,1988-12-28,C07C 271/00,2
BR6074993,1988-12-28,C07C 271/28,2
BR6074993,1988-12-28,C07C 271/36,2
BR6074993,1988-12-28,C07C 271/38,2
BR6074993,1988-12-28,C07C 271/42,2
BR6074993,1988-12-28,C07C 275/00,2
BR6074993,1988-12-28,C07C 275/14,2
BR6074993,1988-12-28,C07C 275/28,2
BR6074993,1988-12-28,C07C 275/62,2
BR6074993,1988-12-28,D06M 13/322,2
BR6074993,1988-12-28,D06M 13/402,2
BR6074993,1988-12-28,D06M 13/425,2
BR6074993,1988-12-28,D06M 13/428,2
BR6074993,1988-12-28,D06M 13/432,2
BR6074993,1988-12-28,D06M 13/438,2
BR6309529,2004-05-13,C10L 10/18,2
BR6037293,1985-04-25,C10L 1/188,21
BR6037293,1985-04-25,C10L 1/224,21
BR6037293,1985-04-25,C10L 1/23,21
BR6037293,1985-04-25,C10L 10/08,21
BR6037293,1985-04-25,C10L 10/08,21
BR6300218,2003-03-13,C10L 1/182,3
BR6300218,2003-03-13,C10L 1/19,3
BR6300218,2003-03-13,C10L 1/222,3
BR6274193,2001-06-21,C10L 1/19,5
BR6274193,2001-06-21,C10L 1/198,5
BR6274193,2001-06-21,C10L 1/238,5
BR6274193,2001-06-21,C10L 10/08,5
BR6274193,2001-06-21,C10L 10/08,5
BR6274193,2001-06-21,C10L 10/18,5
BR6132346,1994-01-14,C07K 14/415,1
BR6132346,1994-01-14,C07K 14/42,1
BR6132346,1994-01-14,C07K 14/81,1
BR6132346,1994-01-14,C07K 14/81,1
BR6025956,1983-12-22,C07C 213/00,7
BR6025956,1983-12-22,C07C 213/00,7
BR6025956,1983-12-22,C07B 61/00,2
BR6025956,1983-12-22,C07B 61/00,2
BR6025956,1983-12-22,C07C 213/06,7
BR6025956,1983-12-22,C07C 217/00,7
BR6025956,1983-12-22,C07C 217/08,7
BR6203823,1998-10-23,A23G 4/00,8
BR6203823,1998-10-23,A23G 4/00,8
BR6203823,1998-10-23,A61K 8/00,8
BR6203823,1998-10-23,A61K 8/00,8
BR6203823,1998-10-23,A61K 8/19,8
BR6203823,1998-10-23,A61K 8/25,8
BR6203823,1998-10-23,A61K 8/30,8
BR6203823,1998-10-23,A61K 8/36,8
BR6203823,1998-10-23,A61K 8/37,8
BR6203823,1998-10-23,A61K 8/40,8
BR6203823,1998-10-23,A61K 8/41,8
BR6203823,1998-10-23,A61K 8/44,8
BR6203823,1998-10-23,A61K 8/46,8
BR6203823,1998-10-23,A61K 8/60,8
BR6203823,1998-10-23,A61K 8/64,8
BR6203823,1998-10-23,A61K 8/66,8
BR6203823,1998-10-23,A61Q 1/02,8
BR6203823,1998-10-23,A61Q 1/02,8
BR6203823,1998-10-23,A61Q 1/14,8
BR6203823,1998-10-23,A61Q 1/14,8
BR6203823,1998-10-23,A61Q 11/00,8
BR6203823,1998-10-23,A61Q 11/00,8
BR6203823,1998-10-23,A61Q 11/02,8
BR6203823,1998-10-23,A61Q 11/02,8
BR6203823,1998-10-23,A61Q 19/00,8
BR6203823,1998-10-23,A61Q 19/00,8
BR6203823,1998-10-23,A61Q 19/10,8
BR6203823,1998-10-23,A61Q 19/10,8
BR6064380,1987-12-02,C12N 5/10,3
BR6064380,1987-12-02,C12N 5/10,3
BR6064380,1987-12-02,C12N 15/09,3
BR6064380,1987-12-02,C12N 15/09,3
BR6064380,1987-12-02,C12N 15/82,3
BR6064380,1987-12-02,C12N 15/82,3
BR6064380,1987-12-02,C12N 15/87,3
BR6064380,1987-12-02,C12N 15/87,3
BR5926052,1974-05-17,A23B 4/00,0
BR5926052,1974-05-17,A23B 4/10,0
BR6073318,1988-09-01,C07C 29/149,2
BR6073318,1988-09-01,C07C 29/156,2
BR6120632,1992-06-08,C07K 14/00,3
BR6120632,1992-06-08,C07K 14/00,3
BR6120632,1992-06-08,C07K 14/415,3
BR6120632,1992-06-08,C07K 14/415,3
BR6120632,1992-06-08,C07K 14/81,3
BR6120632,1992-06-08,C07K 14/81,3
BR5894694,1969-07-24,C07C 45/71,11
BR5894694,1969-07-24,C07D 203/00,5
BR5894694,1969-07-24,C07D 203/08,5
BR5894694,1969-07-24,C07D 203/18,5
BR5894694,1969-07-24,C07D 263/00,5
BR5894694,1969-07-24,C07D 263/14,5
BR5894694,1969-07-24,C07D 303/00,5
BR5894694,1969-07-24,C07D 303/22,5
BR6281373,2002-05-14,C10L 1/224,4
BR6281373,2002-05-14,C10L 1/2383,4
BR6281373,2002-05-14,C10L 10/18,4
BR6063195,1987-09-08,D06M 11/38,3
BR6304607,2003-09-23,A61K 8/30,3
BR6304607,2003-09-23,A61K 8/60,3
BR6304607,2003-09-23,A61Q 17/04,3
BR6304607,2003-09-23,A61Q 17/04,3
BR6304607,2003-09-23,A61Q 19/08,3
BR6304607,2003-09-23,A61Q 19/08,3
WO2008144878,2008-04-25,C07G 99/00,1
WO2008144878,2008-04-25,C08H 8/00,2
BR6201493,1998-07-08,A61K 31/662,2
BR6201493,1998-07-08,A61K 31/663,2
BR6201493,1998-07-08,A61P 19/00,2
BR6201493,1998-07-08,A61P 19/10,2
BR6273833,2001-03-01,B41M 5/333,5
BR6273833,2001-03-01,B41M 5/337,5
BR6244948,2000-10-09,A61K 8/30,6
BR6244948,2000-10-09,A61K 8/30,6
BR6244948,2000-10-09,A61K 8/40,6
BR6244948,2000-10-09,A61Q 5/02,6
BR6244948,2000-10-09,A61Q 5/02,6
BR5952663,1976-10-12,C07B 61/00,9
BR5952663,1976-10-12,C07B 61/00,9
BR6090468,1989-02-10,C10L 1/182,17
BR6090468,1989-02-10,C10L 1/185,17
BR6090468,1989-02-10,C10L 1/192,17
BR6066080,1988-03-29,C07C 29/149,2
BR6066080,1988-03-29,C07C 29/156,2
BR6073317,1988-09-01,C07C 29/149,2
BR6073317,1988-09-01,C07C 29/152,2
BR6073317,1988-09-01,C07C 29/156,2
BR6044581,1985-12-13,C12N 15/09,5
BR6044581,1985-12-13,C12N 15/09,5
BR6044581,1985-12-13,C12N 1/19,5
BR6044581,1985-12-13,C12N 1/19,5
BR5906723,1971-12-22,C07C 309/00,19
BR5906723,1971-12-22,C07C 309/66,19
BR5906723,1971-12-22,C07C 309/70,19
BR5906723,1971-12-22,C07C 309/73,19
BR6033883,1984-08-30,C12N 1/19,6
BR6033883,1984-08-30,C12N 1/19,6
BR6033883,1984-08-30,C12N 15/09,6
BR6033883,1984-08-30,C12N 15/09,6
BR6033883,1984-08-30,C12N 15/10,6
BR6033883,1984-08-30,C12N 15/10,6
BR6033883,1984-08-30,C12N 15/62,6
BR6033883,1984-08-30,C12N 15/62,6
BR6033883,1984-08-30,C12N 15/70,6
BR6033883,1984-08-30,C12N 15/70,6
BR6033883,1984-08-30,C12N 15/81,6
BR6033883,1984-08-30,C12N 15/81,6
BR6025485,1983-11-21,B01J 37/03,2
BR6025485,1983-11-21,C07B 61/00,2
BR6025485,1983-11-21,C07B 61/00,2
BR6025485,1983-11-21,C07C 29/153,7
BR6025485,1983-11-21,C07C 29/154,7
BR5933829,1975-01-22,C07C 213/00,15
BR5933829,1975-01-22,C07C 213/00,15
BR5933829,1975-01-22,C07C 217/00,15
BR5933829,1975-01-22,C07C 217/28,15
BR5933829,1975-01-22,D21H 17/00,15
BR5933829,1975-01-22,D21H 17/07,15
BR6055067,1987-01-23,A01P 3/00,19
BR6055067,1987-01-23,A01P 3/00,19
BR5913124,1972-02-18,C07C 273/00,18
BR5913124,1972-02-18,C07C 273/18,18
BR5913124,1972-02-18,C07C 275/00,18
BR5913124,1972-02-18,C07C 275/28,18
BR6229027,1999-06-30,A61P 7/00,1
BR6229027,1999-06-30,A61P 7/00,1
BR6229027,1999-06-30,A61P 7/04,1
BR6229027,1999-06-30,A61P 43/00,1
BR6229027,1999-06-30,A61P 43/00,1
BR6002762,1981-04-30,C07C 29/151,9
BR6002762,1981-04-30,C07C 29/153,9
BR6002762,1981-04-30,C07C 29/154,9
BR6002762,1981-04-30,C10L 1/182,25
BR6203691,1998-10-21,A61P 35/00,2
BR6203691,1998-10-21,A61P 35/00,2
BR5993293,1980-07-30,C07B 61/00,5
BR5993293,1980-07-30,C07B 61/00,5
WO2005009341,2004-06-02,A61K 8/37,2
WO2005009341,2004-06-02,A61Q 17/04,2
WO2005009341,2004-06-02,A61Q 19/08,2
BR6040246,1984-10-01,A61L 27/00,1
BR6040246,1984-10-01,A61L 27/20,16
BR6040246,1984-10-01,A61L 27/60,16
BR6040246,1984-10-01,B01D 71/00,6
BR6040246,1984-10-01,B01D 71/10,6
BR5990236,1979-08-15,C12P 7/02,1
BR5990236,1979-08-15,C12P 7/02,1
BR6023343,1983-06-01,C07C 335/00,7
BR6023343,1983-06-01,C07C 335/32,7
BR6097232,1991-03-21,A61K 8/30,15
BR6097232,1991-03-21,A61K 8/66,15
BR6097232,1991-03-21,A61K 8/96,15
BR6097232,1991-03-21,A61K 8/99,15
BR6097232,1991-03-21,A61K 38/43,4
BR6097232,1991-03-21,A61K 38/44,4
BR6097232,1991-03-21,A61Q 11/00,15
